id_batalha,tempo_de_batalha,torres_derrubadas_jogador1,torres_derrubadas_jogador2,vencedor,deck_jogador1,deck_jogador2,trofeus_jogador1,trofeus_jogador2
1100,3,2,1,Jogador_118,"Bola de Fogo, Arqueiras, Golem, Canhão, Cavalaria, Gigante, Foguete, Mini P.E.K.K.A","Mini P.E.K.K.A, Mago, Canhão, Cura, Golem, Cavalaria, Foguete, Bola de Fogo",4578,3953
1101,10,2,1,Jogador_571,"P.E.K.K.A, Canhão, Arqueiras, Mago, Cavalaria, Bola de Fogo, Gigante, Cura","Bola de Fogo, Cavalaria, Gigante, P.E.K.K.A, Bárbaros, Foguete, Canhão, Arqueiras",202,846
1102,8,0,2,Jogador_321,"Cura, Bárbaros, Canhão, P.E.K.K.A, Arqueiras, Gigante, Foguete, Mago","Bola de Fogo, Mini P.E.K.K.A, Canhão, Golem, Dragão, Bárbaros, Foguete, Arqueiras",1220,4556
1103,9,2,3,Jogador_187,"Dragão, Mini P.E.K.K.A, Arqueiras, Bárbaros, Golem, Gigante, Canhão, Mago","Golem, Foguete, Bárbaros, Gigante, Canhão, P.E.K.K.A, Dragão, Bola de Fogo",2019,1487
1104,3,2,0,Jogador_682,"Bárbaros, Canhão, Arqueiras, Mago, Mini P.E.K.K.A, Foguete, P.E.K.K.A, Dragão","Mini P.E.K.K.A, Golem, Cura, Dragão, Arqueiras, Foguete, Canhão, P.E.K.K.A",4575,3999
1105,7,0,1,Jogador_31,"Bárbaros, Mago, P.E.K.K.A, Arqueiras, Golem, Mini P.E.K.K.A, Cura, Cavalaria","Foguete, Gigante, Dragão, Arqueiras, Bárbaros, Mini P.E.K.K.A, P.E.K.K.A, Bola de Fogo",700,2234
1106,5,0,1,Jogador_535,"Mini P.E.K.K.A, Dragão, Gigante, Bola de Fogo, Arqueiras, Cavalaria, P.E.K.K.A, Bárbaros","Bola de Fogo, Gigante, Cavalaria, Mini P.E.K.K.A, Golem, Arqueiras, Bárbaros, P.E.K.K.A",3277,4539
1107,5,3,2,Jogador_793,"Dragão, Canhão, Gigante, Bárbaros, Golem, Foguete, Cura, Bola de Fogo","Mago, Bola de Fogo, Mini P.E.K.K.A, Gigante, Dragão, Arqueiras, P.E.K.K.A, Cura",4313,2358
1108,8,0,1,Jogador_178,"Foguete, Canhão, Dragão, Mago, Bola de Fogo, Cavalaria, Bárbaros, Gigante","Cavalaria, Mini P.E.K.K.A, Dragão, P.E.K.K.A, Canhão, Mago, Gigante, Arqueiras",3726,2535
1109,8,0,3,Jogador_538,"Bárbaros, Dragão, Mago, Mini P.E.K.K.A, Cura, Arqueiras, Bola de Fogo, Foguete","Cavalaria, Arqueiras, Golem, Foguete, Canhão, Gigante, Mago, Bárbaros",4527,3192
1110,6,0,0,Jogador_870,"Mini P.E.K.K.A, Golem, Gigante, Bola de Fogo, Arqueiras, Mago, Canhão, Bárbaros","Bola de Fogo, Dragão, Mago, P.E.K.K.A, Foguete, Cavalaria, Arqueiras, Gigante",4280,699
1111,9,1,3,Jogador_967,"Gigante, Cura, Dragão, Mago, Bárbaros, Foguete, Canhão, Arqueiras","Cavalaria, Mini P.E.K.K.A, Foguete, Gigante, Golem, Bola de Fogo, Dragão, Bárbaros",4571,4783
1112,5,0,0,Jogador_83,"Mago, Canhão, Foguete, Gigante, Arqueiras, P.E.K.K.A, Cavalaria, Dragão","Foguete, Arqueiras, P.E.K.K.A, Mago, Bola de Fogo, Gigante, Mini P.E.K.K.A, Golem",3174,2547
1113,7,3,1,Jogador_716,"Arqueiras, Mini P.E.K.K.A, P.E.K.K.A, Gigante, Mago, Bárbaros, Foguete, Dragão","Bola de Fogo, Golem, Canhão, P.E.K.K.A, Bárbaros, Mago, Dragão, Arqueiras",4035,2862
1114,4,2,0,Jogador_780,"Bárbaros, P.E.K.K.A, Foguete, Cura, Dragão, Golem, Mago, Gigante","Canhão, Gigante, Dragão, Arqueiras, Cavalaria, Foguete, Bola de Fogo, Bárbaros",2707,2492
1115,3,2,1,Jogador_820,"Canhão, Cavalaria, Mini P.E.K.K.A, Foguete, Mago, Cura, Dragão, Bárbaros","Mago, Canhão, Foguete, Arqueiras, Bárbaros, Bola de Fogo, Cura, Gigante",2333,4666
1116,4,3,2,Jogador_542,"Bola de Fogo, Mini P.E.K.K.A, P.E.K.K.A, Cavalaria, Mago, Arqueiras, Cura, Canhão","Mago, P.E.K.K.A, Mini P.E.K.K.A, Gigante, Canhão, Bárbaros, Golem, Cura",1394,3207
1117,10,2,0,Jogador_488,"Arqueiras, Bárbaros, Golem, Bola de Fogo, Cura, Cavalaria, Dragão, Gigante","Golem, Bárbaros, Cura, Bola de Fogo, Gigante, P.E.K.K.A, Foguete, Dragão",1289,3296
1118,6,1,0,Jogador_407,"Golem, Arqueiras, Mini P.E.K.K.A, Gigante, Foguete, Canhão, Bola de Fogo, Mago","Mini P.E.K.K.A, Gigante, P.E.K.K.A, Golem, Bola de Fogo, Cura, Bárbaros, Cavalaria",3598,217
1119,7,0,1,Jogador_168,"Mini P.E.K.K.A, Gigante, P.E.K.K.A, Foguete, Golem, Cavalaria, Dragão, Arqueiras","Bárbaros, Bola de Fogo, Cura, Cavalaria, Mini P.E.K.K.A, Gigante, Foguete, Canhão",45,3211
1120,3,1,1,Jogador_14,"Foguete, Arqueiras, Mini P.E.K.K.A, Bárbaros, Canhão, Cavalaria, Gigante, Dragão","Mago, Mini P.E.K.K.A, Canhão, Gigante, Cura, Foguete, Cavalaria, P.E.K.K.A",3112,131
1121,10,2,1,Jogador_234,"Bárbaros, Cavalaria, Dragão, Bola de Fogo, Canhão, P.E.K.K.A, Mini P.E.K.K.A, Golem","Mago, Golem, Bola de Fogo, Mini P.E.K.K.A, Dragão, Foguete, P.E.K.K.A, Canhão",4180,3077
1122,5,2,2,Jogador_469,"Foguete, Cura, Dragão, Mago, Golem, Mini P.E.K.K.A, Bárbaros, Cavalaria","Golem, Cavalaria, P.E.K.K.A, Gigante, Dragão, Cura, Mini P.E.K.K.A, Arqueiras",4719,1304
1123,10,3,0,Jogador_465,"Mini P.E.K.K.A, Golem, Cura, Dragão, Arqueiras, Foguete, Canhão, P.E.K.K.A","Cura, Foguete, Canhão, Gigante, Arqueiras, P.E.K.K.A, Bárbaros, Golem",2896,1131
1124,4,3,0,Jogador_539,"Dragão, Mini P.E.K.K.A, Bárbaros, Gigante, Canhão, Golem, Mago, Cura","Mini P.E.K.K.A, Bárbaros, Bola de Fogo, P.E.K.K.A, Golem, Mago, Foguete, Cura",500,3977
1125,10,0,2,Jogador_174,"Gigante, Canhão, Arqueiras, Cura, P.E.K.K.A, Foguete, Mini P.E.K.K.A, Golem","Gigante, Golem, Bárbaros, Cavalaria, Mago, Foguete, Arqueiras, Canhão",4820,523
1126,6,1,3,Jogador_284,"Bárbaros, Bola de Fogo, Cura, Cavalaria, Mini P.E.K.K.A, Gigante, Foguete, Canhão","Mini P.E.K.K.A, Bola de Fogo, Mago, P.E.K.K.A, Cavalaria, Cura, Bárbaros, Golem",3225,4264
1127,5,1,3,Jogador_621,"Canhão, Foguete, Golem, Mini P.E.K.K.A, Gigante, P.E.K.K.A, Dragão, Cavalaria","Mago, Mini P.E.K.K.A, Bola de Fogo, Bárbaros, Canhão, Golem, Gigante, Arqueiras",2559,2695
1128,9,2,3,Jogador_359,"Canhão, Arqueiras, Cavalaria, Mago, Bárbaros, Mini P.E.K.K.A, Gigante, Foguete","P.E.K.K.A, Golem, Bola de Fogo, Cura, Cavalaria, Mago, Arqueiras, Canhão",2643,3905
1129,10,1,2,Jogador_340,"Foguete, P.E.K.K.A, Mago, Mini P.E.K.K.A, Canhão, Bárbaros, Arqueiras, Cura","Mago, Cura, Canhão, Foguete, P.E.K.K.A, Mini P.E.K.K.A, Dragão, Gigante",224,3660
1130,5,0,3,Jogador_811,"Bola de Fogo, Golem, Mago, Mini P.E.K.K.A, Dragão, Arqueiras, Cavalaria, Canhão","Cura, Bárbaros, Dragão, Arqueiras, Bola de Fogo, Mini P.E.K.K.A, Golem, Mago",2626,255
1131,8,2,3,Jogador_136,"Dragão, Arqueiras, P.E.K.K.A, Gigante, Canhão, Cura, Mago, Bárbaros","P.E.K.K.A, Cura, Foguete, Bárbaros, Bola de Fogo, Mini P.E.K.K.A, Canhão, Gigante",1184,4150
1132,3,3,3,Jogador_519,"Mini P.E.K.K.A, Gigante, P.E.K.K.A, Golem, Bola de Fogo, Cura, Bárbaros, Cavalaria","Arqueiras, Cura, Cavalaria, Gigante, Mini P.E.K.K.A, Mago, Dragão, P.E.K.K.A",1570,2
1133,10,0,1,Jogador_543,"Canhão, Golem, Dragão, Cura, Foguete, Mini P.E.K.K.A, Mago, Bola de Fogo","Mini P.E.K.K.A, Canhão, Bárbaros, Foguete, Mago, Bola de Fogo, Dragão, P.E.K.K.A",3018,4001
1134,9,2,0,Jogador_234,"Arqueiras, Mago, Bárbaros, Cura, Canhão, Golem, Dragão, Gigante","Arqueiras, Dragão, Bola de Fogo, Canhão, Mini P.E.K.K.A, Mago, Gigante, Foguete",2168,1629
1135,3,2,1,Jogador_989,"P.E.K.K.A, Arqueiras, Bárbaros, Cavalaria, Gigante, Foguete, Golem, Bola de Fogo","Mago, Canhão, Foguete, Gigante, Arqueiras, P.E.K.K.A, Cavalaria, Dragão",3086,648
1136,8,1,2,Jogador_711,"Golem, Dragão, P.E.K.K.A, Bárbaros, Mini P.E.K.K.A, Cura, Gigante, Bola de Fogo","Bárbaros, Cura, Canhão, Cavalaria, Dragão, Mini P.E.K.K.A, P.E.K.K.A, Arqueiras",3126,3237
1137,8,2,1,Jogador_401,"Cavalaria, Cura, Bárbaros, Golem, Canhão, Arqueiras, Mini P.E.K.K.A, Gigante","Dragão, Mago, P.E.K.K.A, Arqueiras, Bárbaros, Cavalaria, Foguete, Bola de Fogo",1877,1623
1138,4,2,1,Jogador_734,"Bola de Fogo, Bárbaros, Foguete, Gigante, Cura, P.E.K.K.A, Mago, Cavalaria","Cavalaria, Bárbaros, Bola de Fogo, P.E.K.K.A, Mago, Gigante, Dragão, Golem",2817,2643
1139,4,0,3,Jogador_824,"Mago, Arqueiras, P.E.K.K.A, Dragão, Cura, Mini P.E.K.K.A, Foguete, Bola de Fogo","Bola de Fogo, Canhão, Foguete, Gigante, Mago, Mini P.E.K.K.A, Dragão, Cavalaria",3938,4706
1140,5,0,3,Jogador_228,"Mago, Golem, Arqueiras, Dragão, Canhão, Foguete, Cavalaria, Mini P.E.K.K.A","Cavalaria, Cura, Foguete, Mago, Arqueiras, Mini P.E.K.K.A, Bárbaros, Canhão",1656,3988
1141,9,1,3,Jogador_593,"Cavalaria, Mago, Dragão, Arqueiras, Mini P.E.K.K.A, Cura, P.E.K.K.A, Golem","Foguete, Mago, Gigante, Cura, Dragão, Golem, Canhão, Bola de Fogo",4749,3276
1142,10,3,1,Jogador_467,"P.E.K.K.A, Cura, Cavalaria, Mago, Foguete, Arqueiras, Golem, Bárbaros","Dragão, Cavalaria, Bola de Fogo, Gigante, Bárbaros, Canhão, Foguete, Mini P.E.K.K.A",2778,1243
1143,7,1,1,Jogador_330,"Bárbaros, Cavalaria, P.E.K.K.A, Dragão, Bola de Fogo, Canhão, Arqueiras, Golem","Canhão, Gigante, Dragão, Arqueiras, Cavalaria, Foguete, Bola de Fogo, Bárbaros",1116,3634
1144,5,2,2,Jogador_962,"Golem, Canhão, Dragão, Mini P.E.K.K.A, P.E.K.K.A, Bola de Fogo, Cavalaria, Cura","Gigante, P.E.K.K.A, Cura, Mini P.E.K.K.A, Bárbaros, Dragão, Cavalaria, Foguete",3257,69
1145,3,0,2,Jogador_811,"Golem, P.E.K.K.A, Dragão, Bola de Fogo, Canhão, Gigante, Arqueiras, Cura","Cavalaria, Cura, Mago, Gigante, P.E.K.K.A, Bárbaros, Canhão, Golem",1978,2806
1146,8,2,0,Jogador_174,"Cura, Bárbaros, Cavalaria, Canhão, Foguete, Mago, Dragão, P.E.K.K.A","P.E.K.K.A, Golem, Arqueiras, Mago, Foguete, Bola de Fogo, Dragão, Cavalaria",3259,1967
1147,7,0,0,Jogador_97,"Golem, Mini P.E.K.K.A, Bola de Fogo, Dragão, Gigante, Cura, Cavalaria, Foguete","Canhão, Golem, P.E.K.K.A, Cura, Dragão, Bola de Fogo, Mago, Gigante",2371,4396
1148,7,2,2,Jogador_572,"Arqueiras, Dragão, P.E.K.K.A, Gigante, Cavalaria, Cura, Bola de Fogo, Mini P.E.K.K.A","Dragão, Canhão, Mago, Bárbaros, Foguete, P.E.K.K.A, Gigante, Arqueiras",158,1609
1149,7,1,1,Jogador_333,"Mini P.E.K.K.A, Bárbaros, Bola de Fogo, P.E.K.K.A, Golem, Mago, Foguete, Cura","Canhão, Cura, Mini P.E.K.K.A, Arqueiras, Golem, P.E.K.K.A, Cavalaria, Dragão",1863,788
1150,4,1,1,Jogador_215,"Bárbaros, Dragão, Cavalaria, Arqueiras, Gigante, P.E.K.K.A, Foguete, Mago","P.E.K.K.A, Bola de Fogo, Cura, Golem, Canhão, Foguete, Mini P.E.K.K.A, Bárbaros",4635,2365
1151,5,2,2,Jogador_448,"Gigante, Arqueiras, Canhão, Cura, Mago, Dragão, P.E.K.K.A, Mini P.E.K.K.A","Mago, Canhão, Bárbaros, Cavalaria, Golem, Mini P.E.K.K.A, Dragão, Bola de Fogo",4258,3093
1152,3,1,1,Jogador_79,"Bola de Fogo, Dragão, Mago, P.E.K.K.A, Foguete, Cavalaria, Arqueiras, Gigante","Bola de Fogo, Mini P.E.K.K.A, P.E.K.K.A, Cavalaria, Mago, Arqueiras, Cura, Canhão",2342,226
1153,4,3,1,Jogador_314,"Gigante, Cavalaria, Foguete, P.E.K.K.A, Bola de Fogo, Golem, Cura, Dragão","Cura, Gigante, Mini P.E.K.K.A, Cavalaria, Foguete, Arqueiras, Mago, Bola de Fogo",3166,4450
1154,5,2,0,Jogador_651,"Mago, Cura, Golem, Mini P.E.K.K.A, Foguete, Gigante, P.E.K.K.A, Cavalaria","Foguete, Bola de Fogo, Bárbaros, Canhão, P.E.K.K.A, Mini P.E.K.K.A, Mago, Arqueiras",3485,2296
1155,6,3,3,Jogador_171,"Bola de Fogo, Foguete, Arqueiras, Gigante, Golem, Dragão, Bárbaros, Canhão","Canhão, Golem, Dragão, Bola de Fogo, Mago, Mini P.E.K.K.A, Foguete, Cavalaria",1891,2132
1156,9,2,2,Jogador_909,"Cavalaria, Canhão, Golem, Arqueiras, Gigante, Foguete, Mago, Mini P.E.K.K.A","Bola de Fogo, Canhão, Bárbaros, Gigante, Golem, Mago, Foguete, Cavalaria",2281,926
1157,6,3,2,Jogador_685,"Cavalaria, Golem, Gigante, Dragão, Cura, Bárbaros, Mago, Mini P.E.K.K.A","Cavalaria, Mini P.E.K.K.A, Dragão, P.E.K.K.A, Canhão, Mago, Gigante, Arqueiras",3141,1864
1158,9,0,0,Jogador_945,"Mini P.E.K.K.A, Canhão, Bárbaros, Gigante, Dragão, Foguete, Golem, Arqueiras","Mago, Gigante, Bárbaros, Arqueiras, Mini P.E.K.K.A, P.E.K.K.A, Dragão, Bola de Fogo",1404,86
1159,8,2,0,Jogador_263,"Canhão, Cura, Mini P.E.K.K.A, Arqueiras, Golem, P.E.K.K.A, Cavalaria, Dragão","Canhão, Bárbaros, Golem, Bola de Fogo, Foguete, Dragão, Mago, Cavalaria",1501,3824
1160,4,3,1,Jogador_424,"Gigante, Mago, Mini P.E.K.K.A, Bola de Fogo, P.E.K.K.A, Bárbaros, Foguete, Canhão","Cura, Mini P.E.K.K.A, Bárbaros, Mago, P.E.K.K.A, Canhão, Golem, Arqueiras",4432,2693
1161,9,1,1,Jogador_715,"P.E.K.K.A, Cavalaria, Dragão, Mago, Golem, Arqueiras, Bárbaros, Foguete","Cura, Bárbaros, Mini P.E.K.K.A, P.E.K.K.A, Canhão, Golem, Foguete, Cavalaria",4565,2916
1162,3,0,2,Jogador_776,"Golem, Bárbaros, Cura, Bola de Fogo, Gigante, P.E.K.K.A, Foguete, Dragão","Mini P.E.K.K.A, Cavalaria, Bola de Fogo, Dragão, Golem, Cura, Canhão, Gigante",115,3967
1163,7,0,0,Jogador_954,"Mini P.E.K.K.A, Canhão, Bárbaros, Foguete, Mago, Bola de Fogo, Dragão, P.E.K.K.A","Arqueiras, Bárbaros, Gigante, Cura, Mini P.E.K.K.A, Mago, Dragão, P.E.K.K.A",4097,2987
1164,3,3,1,Jogador_437,"Mini P.E.K.K.A, Bola de Fogo, Mago, P.E.K.K.A, Cavalaria, Cura, Bárbaros, Golem","Golem, Dragão, Bárbaros, Cura, Mago, Cavalaria, Arqueiras, Gigante",3329,4958
1165,9,0,1,Jogador_526,"Foguete, Dragão, Gigante, Golem, Mini P.E.K.K.A, Canhão, Mago, Bárbaros","Gigante, Mago, Bárbaros, Canhão, Arqueiras, Mini P.E.K.K.A, Golem, Cavalaria",2054,3204
1166,4,0,2,Jogador_432,"Gigante, Canhão, Arqueiras, Cura, P.E.K.K.A, Foguete, Mini P.E.K.K.A, Golem","Gigante, Mini P.E.K.K.A, Cura, Bárbaros, Mago, P.E.K.K.A, Cavalaria, Golem",2143,1237
1167,5,3,0,Jogador_386,"Cura, Bárbaros, Canhão, P.E.K.K.A, Arqueiras, Gigante, Foguete, Mago","Canhão, Gigante, Mini P.E.K.K.A, Dragão, Mago, P.E.K.K.A, Bola de Fogo, Arqueiras",3442,3735
1168,5,0,2,Jogador_881,"P.E.K.K.A, Golem, Bola de Fogo, Cura, Cavalaria, Mago, Arqueiras, Canhão","Mini P.E.K.K.A, P.E.K.K.A, Bárbaros, Bola de Fogo, Golem, Cavalaria, Foguete, Canhão",271,2217
1169,7,3,2,Jogador_577,"Mini P.E.K.K.A, Bola de Fogo, Mago, Foguete, Gigante, Bárbaros, P.E.K.K.A, Canhão","Arqueiras, P.E.K.K.A, Bárbaros, Bola de Fogo, Gigante, Foguete, Mago, Canhão",3317,1179
1170,3,3,0,Jogador_85,"Dragão, Gigante, Bola de Fogo, Arqueiras, Golem, Cavalaria, Canhão, Bárbaros","Bárbaros, Canhão, Arqueiras, Gigante, Bola de Fogo, Cavalaria, P.E.K.K.A, Foguete",945,3186
1171,3,0,3,Jogador_964,"Foguete, Arqueiras, Mini P.E.K.K.A, Bárbaros, Canhão, Cavalaria, Gigante, Dragão","Golem, P.E.K.K.A, Arqueiras, Dragão, Mini P.E.K.K.A, Cura, Canhão, Mago",1021,1871
1172,10,3,2,Jogador_850,"Canhão, Gigante, Dragão, Arqueiras, Cavalaria, Foguete, Bola de Fogo, Bárbaros","Gigante, P.E.K.K.A, Canhão, Bola de Fogo, Mini P.E.K.K.A, Bárbaros, Cavalaria, Foguete",4906,383
1173,9,0,1,Jogador_449,"P.E.K.K.A, Canhão, Foguete, Mago, Gigante, Bola de Fogo, Cura, Golem","Bárbaros, Mini P.E.K.K.A, Bola de Fogo, Cavalaria, P.E.K.K.A, Foguete, Arqueiras, Cura",586,3787
1174,3,0,2,Jogador_762,"Gigante, Bárbaros, Canhão, Cavalaria, Golem, Dragão, Mago, Mini P.E.K.K.A","Dragão, Mini P.E.K.K.A, Arqueiras, Golem, Foguete, Cura, Mago, P.E.K.K.A",50,2207
1175,5,1,2,Jogador_820,"Dragão, Bola de Fogo, Golem, Gigante, Mini P.E.K.K.A, Mago, Bárbaros, Arqueiras","Gigante, Bola de Fogo, Arqueiras, Foguete, P.E.K.K.A, Bárbaros, Golem, Mini P.E.K.K.A",1780,757
1176,5,1,2,Jogador_423,"Mago, P.E.K.K.A, Bárbaros, Mini P.E.K.K.A, Bola de Fogo, Cavalaria, Cura, Arqueiras","Canhão, Cura, P.E.K.K.A, Bárbaros, Golem, Foguete, Bola de Fogo, Mini P.E.K.K.A",1213,823
1177,10,2,1,Jogador_395,"Cura, Bárbaros, Golem, Dragão, Bola de Fogo, Canhão, Cavalaria, Arqueiras","Canhão, Gigante, Mini P.E.K.K.A, Bola de Fogo, Cura, P.E.K.K.A, Golem, Dragão",3004,1605
1178,3,3,1,Jogador_216,"Gigante, Dragão, P.E.K.K.A, Mago, Cavalaria, Golem, Foguete, Canhão","Mago, P.E.K.K.A, Mini P.E.K.K.A, Gigante, Bárbaros, Canhão, Bola de Fogo, Dragão",1134,4748
1179,4,0,0,Jogador_351,"Cura, Mini P.E.K.K.A, P.E.K.K.A, Canhão, Cavalaria, Bárbaros, Foguete, Gigante","Cura, Gigante, Bárbaros, Mini P.E.K.K.A, Canhão, Foguete, Golem, Bola de Fogo",1713,1288
1180,9,2,3,Jogador_855,"Dragão, Golem, Gigante, Mago, Cura, Bárbaros, Cavalaria, Arqueiras","Bárbaros, Golem, Cavalaria, Canhão, Mago, P.E.K.K.A, Arqueiras, Mini P.E.K.K.A",2620,1945
1181,3,3,1,Jogador_597,"Gigante, Golem, Dragão, Foguete, Mini P.E.K.K.A, Arqueiras, Cura, Bola de Fogo","Bárbaros, P.E.K.K.A, Canhão, Mini P.E.K.K.A, Cavalaria, Arqueiras, Cura, Bola de Fogo",2198,830
1182,10,3,3,Jogador_736,"Cura, Mini P.E.K.K.A, Gigante, Foguete, Cavalaria, Golem, Dragão, Bola de Fogo","Foguete, P.E.K.K.A, Canhão, Mini P.E.K.K.A, Dragão, Arqueiras, Gigante, Cura",979,140
1183,6,0,1,Jogador_23,"Cura, Golem, Cavalaria, Canhão, P.E.K.K.A, Dragão, Gigante, Mago","Dragão, Arqueiras, Golem, Mini P.E.K.K.A, Mago, Bárbaros, P.E.K.K.A, Canhão",39,4279
1184,8,2,0,Jogador_942,"Canhão, Mini P.E.K.K.A, Cavalaria, Foguete, P.E.K.K.A, Mago, Bola de Fogo, Golem","Cura, Foguete, Gigante, Dragão, Bárbaros, Bola de Fogo, Cavalaria, Canhão",2289,4710
1185,8,3,3,Jogador_490,"Cavalaria, Cura, Arqueiras, P.E.K.K.A, Mini P.E.K.K.A, Golem, Dragão, Gigante","P.E.K.K.A, Mini P.E.K.K.A, Foguete, Gigante, Arqueiras, Cura, Dragão, Cavalaria",3361,3220
1186,3,0,2,Jogador_45,"Canhão, Mago, Dragão, Foguete, Bárbaros, Bola de Fogo, Mini P.E.K.K.A, Arqueiras","P.E.K.K.A, Cavalaria, Canhão, Foguete, Mini P.E.K.K.A, Gigante, Golem, Bárbaros",2641,2605
1187,4,0,1,Jogador_904,"Cavalaria, Canhão, Mago, Mini P.E.K.K.A, P.E.K.K.A, Gigante, Bárbaros, Foguete","Mini P.E.K.K.A, Arqueiras, Bola de Fogo, Mago, Bárbaros, Golem, Cura, Cavalaria",1231,2196
1188,4,3,1,Jogador_669,"Golem, Gigante, Cura, Cavalaria, Foguete, Mago, P.E.K.K.A, Arqueiras","Arqueiras, Mago, Bárbaros, Cura, Canhão, Golem, Dragão, Gigante",1657,451
1189,7,2,2,Jogador_803,"P.E.K.K.A, Cavalaria, Canhão, Bárbaros, Arqueiras, Bola de Fogo, Gigante, Mini P.E.K.K.A","Gigante, Cavalaria, Dragão, P.E.K.K.A, Mago, Arqueiras, Mini P.E.K.K.A, Foguete",252,2553
1190,3,0,1,Jogador_123,"Foguete, Gigante, Dragão, Arqueiras, Bárbaros, Mini P.E.K.K.A, P.E.K.K.A, Bola de Fogo","Arqueiras, P.E.K.K.A, Cavalaria, Bola de Fogo, Foguete, Mago, Canhão, Cura",4713,4806
1191,8,1,2,Jogador_392,"Mini P.E.K.K.A, Cavalaria, Arqueiras, Canhão, P.E.K.K.A, Mago, Bola de Fogo, Dragão","Cavalaria, Canhão, Mago, Mini P.E.K.K.A, P.E.K.K.A, Gigante, Bárbaros, Foguete",1963,1782
1192,8,1,2,Jogador_611,"Mago, Bola de Fogo, Gigante, Canhão, Dragão, Bárbaros, Mini P.E.K.K.A, Cura","Cavalaria, P.E.K.K.A, Golem, Bárbaros, Gigante, Arqueiras, Bola de Fogo, Cura",56,4019
1193,10,3,1,Jogador_661,"Golem, Cura, Mini P.E.K.K.A, Arqueiras, P.E.K.K.A, Gigante, Canhão, Bola de Fogo","Gigante, Cavalaria, Foguete, Cura, Dragão, Mago, Mini P.E.K.K.A, Bola de Fogo",3082,3905
1194,4,0,3,Jogador_422,"Foguete, Golem, Arqueiras, Cavalaria, Canhão, Bárbaros, Gigante, Mago","Dragão, Bárbaros, Canhão, Bola de Fogo, Golem, Cura, P.E.K.K.A, Foguete",4129,3404
1195,6,3,1,Jogador_918,"Gigante, Bárbaros, Canhão, Dragão, Mini P.E.K.K.A, Golem, Bola de Fogo, P.E.K.K.A","Canhão, Arqueiras, Mini P.E.K.K.A, Foguete, Dragão, Bola de Fogo, Cura, Cavalaria",3302,3394
1196,8,2,2,Jogador_958,"Dragão, Foguete, Canhão, Bola de Fogo, P.E.K.K.A, Cura, Golem, Mini P.E.K.K.A","Foguete, P.E.K.K.A, Bola de Fogo, Mago, Mini P.E.K.K.A, Bárbaros, Dragão, Arqueiras",4736,3798
1197,4,2,1,Jogador_421,"Dragão, Cavalaria, Gigante, Mago, Cura, Bárbaros, Arqueiras, Mini P.E.K.K.A","Foguete, Dragão, Cavalaria, Canhão, P.E.K.K.A, Mago, Golem, Cura",2726,316
1198,3,3,2,Jogador_846,"Dragão, Canhão, Arqueiras, Golem, Bola de Fogo, Cura, Cavalaria, Gigante","Bárbaros, Dragão, Cavalaria, Arqueiras, Gigante, P.E.K.K.A, Foguete, Mago",999,2031
1199,4,0,1,Jogador_179,"Bárbaros, Cura, Foguete, Golem, Arqueiras, Mago, P.E.K.K.A, Canhão","Cura, Mago, Bola de Fogo, Mini P.E.K.K.A, P.E.K.K.A, Gigante, Bárbaros, Canhão",330,3267
1200,3,1,0,Jogador_219,"Mago, Cura, Arqueiras, Golem, Foguete, Bola de Fogo, Gigante, Bárbaros","Bárbaros, Dragão, Mago, Mini P.E.K.K.A, Cura, Arqueiras, Bola de Fogo, Foguete",3181,2818
1201,9,3,0,Jogador_302,"Arqueiras, Gigante, Mini P.E.K.K.A, Bola de Fogo, Golem, Mago, Dragão, Bárbaros","Foguete, Arqueiras, Gigante, Cavalaria, Canhão, Bárbaros, P.E.K.K.A, Mago",1723,3442
1202,6,0,0,Jogador_270,"Arqueiras, Bárbaros, Golem, Canhão, Mago, Bola de Fogo, Cavalaria, Cura","Dragão, Cavalaria, Golem, Foguete, Gigante, Cura, Arqueiras, Mini P.E.K.K.A",3639,322
1203,5,0,0,Jogador_410,"Cura, Mini P.E.K.K.A, Gigante, Foguete, Cavalaria, Golem, Dragão, Bola de Fogo","Cavalaria, Mago, Arqueiras, Canhão, Dragão, Mini P.E.K.K.A, Cura, Gigante",85,1318
1204,4,2,3,Jogador_360,"Arqueiras, Mini P.E.K.K.A, Golem, Bola de Fogo, Mago, P.E.K.K.A, Foguete, Dragão","Mago, Gigante, Arqueiras, Bola de Fogo, Foguete, Dragão, Cavalaria, Bárbaros",99,2518
1205,10,1,3,Jogador_770,"Dragão, Cura, Mini P.E.K.K.A, Bárbaros, P.E.K.K.A, Bola de Fogo, Cavalaria, Foguete","Bárbaros, Dragão, Mago, Arqueiras, Golem, Bola de Fogo, Gigante, Cavalaria",4483,1963
1206,4,2,3,Jogador_130,"Gigante, Mini P.E.K.K.A, Bola de Fogo, Canhão, Foguete, Golem, P.E.K.K.A, Arqueiras","Cura, Foguete, Canhão, Gigante, Arqueiras, P.E.K.K.A, Bárbaros, Golem",940,1148
1207,9,0,0,Jogador_42,"P.E.K.K.A, Foguete, Bola de Fogo, Cura, Cavalaria, Gigante, Canhão, Dragão","Bárbaros, Arqueiras, Golem, Canhão, Cura, Bola de Fogo, Dragão, Mago",472,2961
