id_batalha,data,tempo_de_batalha,torres_derrubadas_jogador1,torres_derrubadas_jogador2,vencedor,deck_jogador1,deck_jogador2,trofeus_jogador1,trofeus_jogador2
265,2023-03-04 13:55:21.178991,2.88,1,2,Player0451,"Bruxa, Corredor, P.E.K.K.A, Mago de Gelo, Cavaleiro, Coletor de Elixir, Bola de Fogo, Relâmpago","Bola de Fogo, Bruxa, Canhão, Príncipe, Mago, Corredor, Bárbaros, Cabana de Bárbaros",5698,2844
266,2023-08-17 16:58:33.041683,4.9,3,1,Player0606,"Torre de Bombas, Gigante, Príncipe, Mago, Bruxa, P.E.K.K.A, Canhão, Relâmpago","Bárbaros, Zap, Fúria, Fornalha, Coletor de Elixir, Arqueiras, Mosqueteira, Golem",2738,5042
267,2023-04-16 17:23:39.401677,3.43,1,3,Player0370,"Coletor de Elixir, Torre de Bombas, Fúria, P.E.K.K.A, Descarga, Dragão Bebê, Fornalha, Cavaleiro","Torre de Bombas, Dragão Bebê, Cabana de Bárbaros, Fornalha, Mago, Tornado, Arqueiras, Torre Inferno",5426,4111
268,2023-09-22 00:10:01.478485,2.69,2,2,Player0171,"Zap, Tornado, Mosqueteira, Cabana de Goblins, Príncipe, Mago de Gelo, Dragão Bebê, Lápide","Descarga, Príncipe, Torre de Bombas, Bola de Fogo, Relâmpago, Cabana de Goblins, Bruxa, Torre Inferno",3613,5436
269,2023-07-02 23:15:09.893925,3.9,1,0,Player0353,"Mega Servo, Canhão, Mini P.E.K.K.A, Veneno, Descarga, Príncipe, Cavaleiro, Torre Inferno","Mega Servo, Veneno, Relâmpago, Fúria, Mago de Gelo, Corredor, Canhão, Cabana de Goblins",4904,3554
270,2023-12-01 17:32:01.747814,1.64,2,2,Player0387,"Veneno, Príncipe, Fúria, Zap, Coletor de Elixir, Bola de Fogo, Lápide, Fornalha","Bola de Fogo, Zap, Coletor de Elixir, Cabana de Bárbaros, Torre Inferno, Torre de Bombas, Golem, Fornalha",2990,2695
271,2023-08-16 09:01:00.846291,2.1,1,1,Player0345,"Lápide, Descarga, Mega Servo, Fornalha, Arqueiras, Zap, Golem, P.E.K.K.A","Lápide, Mago, Dragão Bebê, Mago de Gelo, Canhão, Fúria, Bola de Fogo, Tornado",5829,2459
272,2023-03-18 02:41:45.896626,3.35,1,0,Player0555,"Golem, Torre de Bombas, P.E.K.K.A, Príncipe, Dragão Bebê, Gigante, Mosqueteira, Corredor","Golem, P.E.K.K.A, Fornalha, Coletor de Elixir, Lápide, Tornado, Executor, Fúria",5847,4930
273,2023-12-28 11:34:56.568094,1.77,3,1,Player0367,"Bárbaros, Lápide, Executor, Mini P.E.K.K.A, Mago de Gelo, P.E.K.K.A, Descarga, Bruxa","Cabana de Bárbaros, Veneno, Mago, Torre Inferno, Gigante, Corredor, Bárbaros, Lápide",4488,2359
274,2023-05-31 09:49:24.359386,4.74,3,2,Player0614,"Lápide, Mago, Mega Servo, Executor, Bárbaros, Torre de Bombas, Descarga, Dragão Bebê","Mega Servo, Veneno, Relâmpago, Fúria, Mago de Gelo, Corredor, Canhão, Cabana de Goblins",5081,3554
275,2023-07-11 21:16:13.103505,2.41,2,2,Player0847,"Executor, Gigante, Corredor, Cabana de Bárbaros, Fúria, P.E.K.K.A, Torre Inferno, Bruxa","Tornado, Canhão, Bárbaros, Bruxa, Cavaleiro, Mini P.E.K.K.A, Mago de Gelo, Torre de Bombas",4879,3107
276,2023-10-09 18:41:12.903610,3.47,1,2,Player0824,"Tornado, Bola de Fogo, Arqueiras, Cavaleiro, Mega Servo, Príncipe, Fornalha, Torre de Bombas","Gigante, Arqueiras, Relâmpago, P.E.K.K.A, Descarga, Cabana de Goblins, Executor, Torre Inferno",4440,5337
277,2023-04-23 20:19:13.122201,1.68,2,1,Player0545,"Dragão Bebê, Fornalha, Mago de Gelo, Príncipe, Coletor de Elixir, Gigante, Tornado, Descarga","Relâmpago, Mago, Coletor de Elixir, P.E.K.K.A, Veneno, Cavaleiro, Fúria, Cabana de Bárbaros",2906,4036
278,2023-09-12 13:49:06.557316,2.97,2,1,Player0451,"Fúria, Arqueiras, Bárbaros, Torre Inferno, Coletor de Elixir, Relâmpago, Príncipe, Golem","Bruxa, Corredor, P.E.K.K.A, Mago de Gelo, Cavaleiro, Coletor de Elixir, Bola de Fogo, Relâmpago",5103,5698
279,2023-09-15 12:53:22.548181,5.0,1,0,Player0188,"Cabana de Goblins, Golem, Cabana de Bárbaros, Dragão Bebê, Bruxa, Mega Servo, Descarga, Executor","Torre Inferno, Bola de Fogo, Descarga, Veneno, Lápide, Arqueiras, Cabana de Bárbaros, Mosqueteira",3548,4723
280,2023-10-27 10:58:12.894364,4.45,2,3,Player0415,"Zap, Bárbaros, Arqueiras, Mini P.E.K.K.A, Torre Inferno, Veneno, Cabana de Bárbaros, Tornado","Mago de Gelo, Fúria, Gigante, Mega Servo, Mago, Executor, Torre Inferno, Golem",5266,2243
281,2023-12-30 12:31:21.848343,2.71,0,3,Player0876,"Príncipe, Cavaleiro, Mago, Canhão, P.E.K.K.A, Relâmpago, Arqueiras, Bruxa","Golem, Bruxa, Tornado, Torre Inferno, Zap, Canhão, Dragão Bebê, Arqueiras",2108,2066
282,2023-06-29 19:32:54.340252,3.75,3,2,Player0763,"Príncipe, Executor, Lápide, Golem, Canhão, Torre Inferno, Mega Servo, Mago de Gelo","Mega Servo, Coletor de Elixir, Arqueiras, Relâmpago, Descarga, Corredor, Tornado, Torre de Bombas",5288,4519
283,2023-07-05 19:12:41.333217,2.5,0,2,Player0966,"Mini P.E.K.K.A, Bola de Fogo, Mago de Gelo, Mosqueteira, Executor, Torre Inferno, Torre de Bombas, Relâmpago","Mago de Gelo, Gigante, Mega Servo, Cabana de Goblins, Mosqueteira, Torre Inferno, Fúria, Bola de Fogo",3967,5858
284,2023-02-05 07:07:50.591347,3.87,0,1,Player0587,"Mosqueteira, Cabana de Goblins, Coletor de Elixir, Príncipe, Bola de Fogo, Cabana de Bárbaros, Bruxa, Canhão","Mago de Gelo, Veneno, Dragão Bebê, Fornalha, Descarga, Mosqueteira, Tornado, Torre Inferno",5490,3433
285,2023-08-15 05:54:35.685957,1.76,0,2,Player0978,"Bruxa, Cavaleiro, Tornado, Príncipe, Torre Inferno, Arqueiras, Mini P.E.K.K.A, Gigante","Gigante, Dragão Bebê, Cabana de Bárbaros, Mosqueteira, Tornado, Torre Inferno, Bola de Fogo, Príncipe",5349,5505
286,2023-01-27 02:59:35.241616,2.73,2,3,Player0665,"Cavaleiro, Cabana de Bárbaros, Executor, Tornado, Mosqueteira, Coletor de Elixir, Torre Inferno, Arqueiras","Fúria, Arqueiras, Mosqueteira, Bárbaros, Cabana de Bárbaros, Zap, Mago de Gelo, Coletor de Elixir",2636,4965
287,2023-03-14 07:43:48.459847,4.39,3,1,Player0602,"P.E.K.K.A, Veneno, Gigante, Corredor, Descarga, Coletor de Elixir, Relâmpago, Canhão","Bárbaros, Cabana de Goblins, Mago, Mini P.E.K.K.A, Bruxa, Arqueiras, Mago de Gelo, Relâmpago",2484,4569
288,2023-05-25 04:40:03.334593,1.55,1,0,Player0726,"Zap, Corredor, P.E.K.K.A, Torre Inferno, Arqueiras, Lápide, Bárbaros, Fornalha","Torre de Bombas, Torre Inferno, Veneno, Bola de Fogo, Coletor de Elixir, Cabana de Bárbaros, Golem, Executor",2705,5630
289,2023-10-15 07:17:15.109606,2.18,0,2,Player0097,"Relâmpago, Bola de Fogo, Mago, Arqueiras, Tornado, Descarga, Corredor, Bárbaros","Príncipe, Torre Inferno, Coletor de Elixir, Zap, Mago, Mini P.E.K.K.A, Relâmpago, Bruxa",5144,3013
290,2023-11-08 00:39:09.213341,3.2,2,1,Player0638,"Mosqueteira, Fúria, Cabana de Bárbaros, Executor, Lápide, Dragão Bebê, Torre Inferno, Arqueiras","Bárbaros, Bola de Fogo, P.E.K.K.A, Cabana de Goblins, Zap, Fornalha, Torre de Bombas, Dragão Bebê",5505,5894
291,2023-05-26 23:41:49.568961,2.66,2,2,Player0668,"Lápide, P.E.K.K.A, Cabana de Goblins, Mini P.E.K.K.A, Bruxa, Descarga, Fúria, Torre de Bombas","Veneno, Lápide, Torre Inferno, Relâmpago, Mega Servo, Bárbaros, Torre de Bombas, Gigante",3369,2456
292,2023-10-27 05:00:36.637711,3.03,1,1,Player0449,"Fúria, Bola de Fogo, Mosqueteira, Mega Servo, Relâmpago, Veneno, Golem, Torre Inferno","Cabana de Bárbaros, Mini P.E.K.K.A, Gigante, Bruxa, P.E.K.K.A, Mosqueteira, Descarga, Tornado",5698,2023
293,2023-12-14 16:52:31.267864,3.0,1,2,Player0722,"P.E.K.K.A, Bruxa, Coletor de Elixir, Bola de Fogo, Cavaleiro, Príncipe, Torre Inferno, Mago de Gelo","Canhão, Corredor, Gigante, Príncipe, Mosqueteira, Mega Servo, Bola de Fogo, Tornado",4745,4959
294,2023-08-25 16:31:22.358876,1.52,1,1,Player0728,"Torre de Bombas, Executor, Coletor de Elixir, Canhão, Bruxa, P.E.K.K.A, Gigante, Cabana de Goblins","Golem, Torre de Bombas, Canhão, Cabana de Goblins, Príncipe, Tornado, Lápide, Veneno",3947,2648
295,2023-03-19 20:08:29.853408,4.46,1,1,Player0202,"Fúria, Coletor de Elixir, Bruxa, Executor, Fornalha, Cabana de Bárbaros, Relâmpago, Cavaleiro","Cavaleiro, Fornalha, Mini P.E.K.K.A, P.E.K.K.A, Corredor, Relâmpago, Zap, Dragão Bebê",5630,2313
296,2023-03-06 05:59:53.996465,1.91,1,0,Player0134,"P.E.K.K.A, Torre de Bombas, Mago, Corredor, Tornado, Canhão, Veneno, Executor","Mini P.E.K.K.A, Executor, Canhão, Bola de Fogo, Torre de Bombas, Lápide, Veneno, Corredor",5983,3600
297,2023-07-27 19:41:45.324525,2.52,2,2,Player0565,"Dragão Bebê, Fúria, Executor, Cavaleiro, Tornado, Príncipe, Cabana de Bárbaros, Torre de Bombas","Coletor de Elixir, Executor, Lápide, P.E.K.K.A, Golem, Relâmpago, Canhão, Arqueiras",4972,2042
298,2023-09-01 23:11:55.670202,3.78,2,2,Player0795,"Cabana de Goblins, Príncipe, Relâmpago, Mini P.E.K.K.A, Dragão Bebê, Fúria, Bruxa, Torre Inferno","Tornado, Bola de Fogo, Fúria, Relâmpago, Arqueiras, Veneno, Torre Inferno, Torre de Bombas",5815,2460
299,2023-12-05 23:49:54.839848,4.8,1,2,Player0014,"Executor, Cabana de Goblins, P.E.K.K.A, Cabana de Bárbaros, Descarga, Mosqueteira, Mini P.E.K.K.A, Dragão Bebê","Lápide, Cavaleiro, Relâmpago, Tornado, Gigante, Corredor, Golem, P.E.K.K.A",3089,4140
300,2023-07-03 21:47:02.968973,4.0,3,2,Player0195,"Mago de Gelo, Mega Servo, Lápide, Canhão, Descarga, Bárbaros, Bola de Fogo, Gigante","P.E.K.K.A, Canhão, Mago de Gelo, Torre de Bombas, Príncipe, Fúria, Cabana de Bárbaros, Gigante",2586,2854
301,2023-11-08 08:42:47.402106,2.06,1,2,Player0232,"Cavaleiro, Fúria, Relâmpago, Arqueiras, Mega Servo, Tornado, Zap, Mago","Arqueiras, Torre de Bombas, Mago, Canhão, Torre Inferno, Descarga, Lápide, Mago de Gelo",4597,3387
302,2023-12-23 19:41:08.968278,3.32,2,2,Player0549,"Mago de Gelo, Mago, Torre Inferno, P.E.K.K.A, Cavaleiro, Lápide, Mega Servo, Mosqueteira","Lápide, Cabana de Goblins, Fúria, Mosqueteira, Torre de Bombas, Gigante, Arqueiras, Fornalha",4203,4247
303,2023-06-23 16:42:33.626002,4.51,1,0,Player0846,"Mini P.E.K.K.A, Zap, Bola de Fogo, Mega Servo, P.E.K.K.A, Bárbaros, Relâmpago, Descarga","Golem, Cavaleiro, Zap, Príncipe, Veneno, Arqueiras, Lápide, Relâmpago",5374,5487
304,2023-07-22 16:03:07.115980,3.7,2,1,Player0097,"Veneno, Coletor de Elixir, Lápide, Bárbaros, Gigante, Canhão, Torre Inferno, Mago","Príncipe, Torre Inferno, Coletor de Elixir, Zap, Mago, Mini P.E.K.K.A, Relâmpago, Bruxa",3598,3013
305,2023-12-09 16:37:25.318843,3.93,0,1,Player0742,"Executor, Torre Inferno, Fúria, Mini P.E.K.K.A, Mago de Gelo, Fornalha, Bola de Fogo, Veneno","Tornado, Príncipe, Descarga, Canhão, Coletor de Elixir, Golem, Mago de Gelo, Mini P.E.K.K.A",3453,5997
306,2023-01-13 06:51:45.178260,4.04,1,2,Player0723,"Golem, Zap, Mago, Cabana de Goblins, Corredor, Gigante, Veneno, Príncipe","Bola de Fogo, Mosqueteira, Cavaleiro, Mago de Gelo, Zap, Corredor, Descarga, Fornalha",3414,3053
307,2023-08-15 02:20:49.654326,2.61,3,2,Player0391,"Mago de Gelo, Fornalha, Torre Inferno, Bárbaros, Veneno, Cavaleiro, Lápide, Mosqueteira","Bruxa, Canhão, Torre de Bombas, Mosqueteira, Torre Inferno, Príncipe, Tornado, Cabana de Goblins",5016,3921
308,2023-02-05 11:57:53.024185,1.95,2,2,Player0792,"Golem, Fúria, Lápide, P.E.K.K.A, Mega Servo, Torre de Bombas, Relâmpago, Bruxa","Bárbaros, Mini P.E.K.K.A, Torre de Bombas, Dragão Bebê, Executor, Bola de Fogo, Cabana de Goblins, Gigante",3689,4140
309,2023-04-23 04:01:10.972191,4.64,1,2,Player0944,"Cabana de Goblins, Cavaleiro, Mosqueteira, Torre de Bombas, Bárbaros, Torre Inferno, Dragão Bebê, Lápide","Mosqueteira, Cabana de Goblins, Bruxa, Bárbaros, Veneno, Mega Servo, Mago de Gelo, Zap",3740,2393
310,2023-06-17 02:56:28.754751,4.52,2,3,Player0810,"Executor, Mago de Gelo, Tornado, Torre de Bombas, Cavaleiro, Mosqueteira, Príncipe, Descarga","Fúria, Descarga, Cabana de Bárbaros, Bruxa, Cavaleiro, Tornado, Lápide, Zap",3049,3847
311,2023-05-14 14:10:57.814910,2.93,2,2,Player0730,"Dragão Bebê, Fornalha, Descarga, Executor, Torre Inferno, Bruxa, Mini P.E.K.K.A, Bola de Fogo","Tornado, Descarga, Fúria, Golem, Mini P.E.K.K.A, Arqueiras, Mago, Cavaleiro",2355,3956
312,2023-06-30 05:31:38.121408,3.12,2,2,Player0529,"Lápide, Relâmpago, Mini P.E.K.K.A, Bárbaros, Mago, Mago de Gelo, Zap, Torre de Bombas","Arqueiras, Cabana de Bárbaros, Descarga, Mago, Bola de Fogo, Príncipe, Torre Inferno, Canhão",3456,3127
313,2023-04-02 02:46:49.077446,3.54,3,2,Player0123,"Bárbaros, Cabana de Bárbaros, Relâmpago, Mosqueteira, Dragão Bebê, Mago de Gelo, Tornado, Bola de Fogo","Mega Servo, Coletor de Elixir, Golem, Torre de Bombas, Bola de Fogo, Príncipe, Fúria, Cabana de Goblins",5862,4280
314,2023-01-30 08:25:34.708442,3.78,1,1,Player0095,"Veneno, Mini P.E.K.K.A, Príncipe, Relâmpago, Corredor, Fornalha, Fúria, Coletor de Elixir","Bárbaros, Cabana de Goblins, Tornado, Cabana de Bárbaros, Descarga, Zap, Mago de Gelo, P.E.K.K.A",2309,5180
315,2023-09-24 19:08:02.983028,3.35,1,3,Player0519,"Lápide, Golem, Mega Servo, Cabana de Bárbaros, Bola de Fogo, Fornalha, Coletor de Elixir, Corredor","P.E.K.K.A, Bárbaros, Cabana de Goblins, Executor, Fornalha, Corredor, Gigante, Arqueiras",5219,2437
316,2023-05-02 08:37:21.002266,2.54,0,1,Player0815,"Cabana de Goblins, Zap, Fornalha, Cavaleiro, Tornado, Cabana de Bárbaros, Coletor de Elixir, Bruxa","Bruxa, Príncipe, Descarga, Executor, Cabana de Bárbaros, Zap, Golem, Fúria",4091,3219
317,2023-11-04 14:03:36.389174,2.41,1,2,Player0167,"Dragão Bebê, Fornalha, Mago de Gelo, Príncipe, Coletor de Elixir, Gigante, Tornado, Descarga","Golem, Arqueiras, Relâmpago, Veneno, P.E.K.K.A, Descarga, Torre Inferno, Corredor",2906,3157
318,2023-08-14 16:14:33.074009,4.8,2,1,Player0535,"Executor, Bruxa, Zap, Mega Servo, Cabana de Goblins, Dragão Bebê, Gigante, P.E.K.K.A","Fornalha, Mago de Gelo, Dragão Bebê, Bárbaros, Lápide, Torre de Bombas, Zap, Cabana de Goblins",5550,5040
319,2023-08-05 18:37:26.793295,2.31,2,0,Player0242,"Príncipe, Golem, Bola de Fogo, Bruxa, Corredor, Gigante, Mago de Gelo, Cabana de Goblins","Mega Servo, Canhão, Executor, Dragão Bebê, Mini P.E.K.K.A, Torre Inferno, Cabana de Goblins, Mago de Gelo",4522,4517
320,2023-09-22 15:16:00.862789,4.33,1,2,Player0624,"Cabana de Bárbaros, Canhão, Relâmpago, Mago de Gelo, Golem, Corredor, Fúria, Bola de Fogo","Arqueiras, Cabana de Bárbaros, Descarga, Mago, Bola de Fogo, Príncipe, Torre Inferno, Canhão",2067,3127
321,2023-07-15 21:12:44.938759,4.77,1,3,Player0030,"Cabana de Bárbaros, Tornado, Zap, Mago, Executor, Fornalha, Gigante, Descarga","Descarga, Gigante, P.E.K.K.A, Canhão, Golem, Arqueiras, Executor, Mago",5276,2182
322,2023-05-15 11:09:07.139391,4.31,2,1,Player0326,"Cabana de Goblins, Mago de Gelo, Mega Servo, Bola de Fogo, Gigante, Mago, Corredor, Fúria","Tornado, Cavaleiro, Coletor de Elixir, Descarga, Mago de Gelo, Cabana de Goblins, Fúria, Gigante",5785,3312
323,2023-03-31 07:55:11.263220,4.76,2,2,Player0438,"Arqueiras, Executor, Golem, Torre de Bombas, Coletor de Elixir, Fornalha, Cavaleiro, Relâmpago","Arqueiras, Relâmpago, Dragão Bebê, Cavaleiro, Descarga, Mago, Coletor de Elixir, P.E.K.K.A",3356,5694
324,2023-04-27 18:30:06.452071,3.09,1,0,Player0943,"Bárbaros, Zap, Descarga, Fornalha, Gigante, Fúria, Canhão, Bola de Fogo","Lápide, Mega Servo, Torre Inferno, Bárbaros, Canhão, Bola de Fogo, Fornalha, Gigante",2415,3457
325,2023-09-23 12:14:40.029813,1.63,2,1,Player0827,"Descarga, Mosqueteira, Bruxa, Cabana de Goblins, Arqueiras, Fornalha, Tornado, Cabana de Bárbaros","Golem, Fornalha, Cabana de Bárbaros, Bola de Fogo, Mini P.E.K.K.A, Bárbaros, Lápide, Mosqueteira",2682,4306
326,2023-11-15 06:06:29.709320,2.53,0,3,Player0733,"Bola de Fogo, Cavaleiro, Gigante, Mosqueteira, Tornado, Veneno, Lápide, Executor","Torre de Bombas, Bola de Fogo, Cabana de Goblins, Coletor de Elixir, Zap, Dragão Bebê, Fúria, Canhão",3873,5888
327,2023-05-31 12:14:15.870488,2.22,2,2,Player0103,"Dragão Bebê, Corredor, Descarga, Bruxa, Zap, P.E.K.K.A, Coletor de Elixir, Torre de Bombas","Arqueiras, Bola de Fogo, Golem, Mago de Gelo, Torre Inferno, Mosqueteira, Gigante, Tornado",3783,3693
328,2023-05-10 21:36:54.464808,4.28,0,1,Player0054,"Gigante, Cabana de Goblins, Veneno, Canhão, Zap, Torre Inferno, Descarga, Lápide","Mini P.E.K.K.A, Príncipe, Corredor, Cavaleiro, Gigante, Coletor de Elixir, Fúria, Mega Servo",3901,5793
329,2023-10-09 23:13:09.406717,3.18,1,3,Player0684,"Golem, Executor, Torre Inferno, Mago, Mini P.E.K.K.A, Tornado, Príncipe, Fúria","Cabana de Goblins, Cavaleiro, Zap, Mosqueteira, Arqueiras, Executor, Torre de Bombas, Lápide",3847,3458
330,2023-04-22 18:14:35.438935,4.07,2,1,Player0715,"Executor, Arqueiras, Bárbaros, Descarga, Golem, Canhão, Coletor de Elixir, Mosqueteira","Mini P.E.K.K.A, Mega Servo, P.E.K.K.A, Descarga, Bárbaros, Bruxa, Golem, Fornalha",4070,3808
331,2023-10-14 23:14:03.412861,2.26,2,2,Player0214,"Príncipe, Zap, Mago, Mega Servo, Cabana de Bárbaros, Executor, Descarga, Cavaleiro","Executor, Dragão Bebê, Tornado, Bárbaros, Relâmpago, Coletor de Elixir, Cabana de Bárbaros, Zap",2199,3984
332,2023-09-03 01:12:36.692518,4.5,2,2,Player0007,"Mini P.E.K.K.A, Executor, Canhão, Bola de Fogo, Torre de Bombas, Lápide, Veneno, Corredor","Mosqueteira, Bárbaros, Mago de Gelo, Relâmpago, Executor, Príncipe, Fornalha, Cabana de Bárbaros",3600,2201
333,2023-01-24 18:07:19.029887,2.11,2,2,Player0648,"Bárbaros, Zap, Descarga, Fornalha, Gigante, Fúria, Canhão, Bola de Fogo","Gigante, Executor, Veneno, Lápide, Mosqueteira, Cabana de Goblins, Arqueiras, Cavaleiro",2415,5668
334,2023-02-25 22:13:57.400889,4.96,2,1,Player0921,"Gigante, Mega Servo, Cabana de Bárbaros, Lápide, Mosqueteira, Cavaleiro, Dragão Bebê, Bárbaros","Mago de Gelo, Tornado, Executor, Mini P.E.K.K.A, Coletor de Elixir, Fúria, Golem, Bárbaros",2843,5855
335,2023-08-11 05:38:50.953927,1.61,1,1,Player0564,"Cabana de Bárbaros, Gigante, Zap, Tornado, Canhão, Fornalha, Corredor, Bruxa","Arqueiras, Fornalha, Gigante, Mago de Gelo, Mosqueteira, Cavaleiro, Veneno, Mega Servo",2241,2089
336,2023-08-23 09:20:12.832269,1.86,2,1,Player0166,"Canhão, Bárbaros, P.E.K.K.A, Mosqueteira, Mini P.E.K.K.A, Cabana de Bárbaros, Mago de Gelo, Príncipe","Cabana de Goblins, Golem, Torre de Bombas, Príncipe, Fornalha, Bruxa, Veneno, Mago de Gelo",4105,5675
337,2023-06-13 20:03:00.233732,4.91,1,2,Player0530,"Mini P.E.K.K.A, Veneno, Zap, Torre Inferno, Golem, Corredor, Torre de Bombas, Cavaleiro","Dragão Bebê, Torre Inferno, Bola de Fogo, Mini P.E.K.K.A, Canhão, Mega Servo, Mago de Gelo, Lápide",3207,2785
338,2023-07-02 16:01:26.693094,4.23,3,2,Player0335,"Bruxa, Zap, Lápide, Coletor de Elixir, Mega Servo, Cabana de Bárbaros, Golem, Dragão Bebê","Canhão, Tornado, Relâmpago, Torre Inferno, Executor, Príncipe, Coletor de Elixir, Gigante",4711,5902
339,2023-06-17 09:39:23.575162,4.52,2,0,Player0582,"Executor, Cavaleiro, Golem, Coletor de Elixir, Bola de Fogo, Lápide, Veneno, Mosqueteira","Mago de Gelo, Golem, Cabana de Goblins, Torre Inferno, Fornalha, Veneno, Mega Servo, Gigante",4645,4632
340,2023-04-12 00:48:39.621975,4.11,2,1,Player0752,"Bruxa, Coletor de Elixir, Dragão Bebê, Gigante, Descarga, Cavaleiro, Executor, Mini P.E.K.K.A","Mosqueteira, Cabana de Bárbaros, Corredor, Veneno, Torre Inferno, Cabana de Goblins, Bola de Fogo, Fornalha",3032,4116
341,2023-04-27 18:23:00.759232,4.8,2,1,Player0865,"Bola de Fogo, Mega Servo, Descarga, Cavaleiro, Golem, Tornado, Cabana de Bárbaros, Fornalha","Corredor, Gigante, Relâmpago, Canhão, Mosqueteira, Bárbaros, Executor, Bruxa",4448,4835
342,2023-03-31 06:35:52.356824,2.45,1,2,Player0343,"Mago, P.E.K.K.A, Torre Inferno, Cabana de Goblins, Veneno, Lápide, Bárbaros, Coletor de Elixir","Bárbaros, Zap, Fúria, Fornalha, Coletor de Elixir, Arqueiras, Mosqueteira, Golem",3659,5042
343,2023-10-28 19:27:00.019501,4.75,0,2,Player0685,"Relâmpago, Gigante, Lápide, Executor, Zap, Canhão, Cavaleiro, P.E.K.K.A","Mini P.E.K.K.A, Fornalha, P.E.K.K.A, Gigante, Cavaleiro, Veneno, Mega Servo, Bola de Fogo",2025,5851
344,2023-08-01 19:40:02.942774,2.2,2,1,Player0017,"Mega Servo, Mosqueteira, Cabana de Bárbaros, Mago de Gelo, Cavaleiro, P.E.K.K.A, Cabana de Goblins, Bruxa","Fúria, Torre Inferno, Cabana de Goblins, Corredor, Canhão, Arqueiras, Golem, Fornalha",4283,3893
345,2023-03-05 03:53:53.882364,2.09,2,1,Player0231,"Mago de Gelo, Mega Servo, Tornado, Lápide, Mosqueteira, Torre Inferno, Mini P.E.K.K.A, Relâmpago","Lápide, Torre Inferno, Canhão, Cabana de Bárbaros, Arqueiras, Mago de Gelo, Mago, Príncipe",4146,2469
346,2023-05-30 21:20:42.704311,2.48,2,2,Player0574,"Executor, Torre Inferno, Fúria, Mini P.E.K.K.A, Mago de Gelo, Fornalha, Bola de Fogo, Veneno","Relâmpago, Dragão Bebê, Veneno, Fúria, Torre de Bombas, Bruxa, Príncipe, Mago",3453,5495
347,2023-11-22 11:59:19.492175,3.52,1,1,Player0849,"Mosqueteira, Fornalha, Cabana de Bárbaros, Canhão, Veneno, Dragão Bebê, Coletor de Elixir, Executor","Cabana de Goblins, Mega Servo, Tornado, Fornalha, Mago de Gelo, Zap, Executor, Relâmpago",4741,2231
348,2023-05-13 22:33:16.797543,2.27,3,2,Player0829,"Torre Inferno, Bola de Fogo, Descarga, Veneno, Lápide, Arqueiras, Cabana de Bárbaros, Mosqueteira","Lápide, Fornalha, Tornado, Gigante, Dragão Bebê, Cabana de Goblins, Mega Servo, Mago",4723,3329
349,2023-05-02 14:04:41.899282,1.55,1,1,Player0383,"Bárbaros, Mosqueteira, Veneno, Cabana de Bárbaros, Torre Inferno, Príncipe, Golem, Torre de Bombas","Coletor de Elixir, Mini P.E.K.K.A, Gigante, P.E.K.K.A, Torre Inferno, Mago, Arqueiras, Fúria",2786,2790
350,2023-07-28 23:37:19.293443,1.58,1,0,Player0117,"Bola de Fogo, Lápide, Fúria, Mini P.E.K.K.A, Mosqueteira, Bárbaros, Mago, Cavaleiro","Cabana de Bárbaros, Mago, Príncipe, Zap, Bárbaros, Descarga, Lápide, Tornado",2738,5767
351,2023-12-23 14:29:20.205521,3.87,1,2,Player0471,"Mago, Bruxa, Bárbaros, Golem, Coletor de Elixir, Torre Inferno, Príncipe, Mosqueteira","Dragão Bebê, Fúria, Executor, Cavaleiro, Tornado, Príncipe, Cabana de Bárbaros, Torre de Bombas",4324,4972
352,2023-08-25 02:10:23.937406,3.01,2,1,Player0202,"Arqueiras, Cabana de Goblins, Corredor, Veneno, Coletor de Elixir, Dragão Bebê, Mega Servo, Fúria","Fúria, Coletor de Elixir, Bruxa, Executor, Fornalha, Cabana de Bárbaros, Relâmpago, Cavaleiro",4525,5630
353,2023-02-26 08:31:52.036022,2.16,2,0,Player0571,"Bárbaros, Relâmpago, Golem, Dragão Bebê, Fúria, Lápide, P.E.K.K.A, Arqueiras","P.E.K.K.A, Bárbaros, Cabana de Goblins, Executor, Fornalha, Corredor, Gigante, Arqueiras",5245,2437
354,2023-10-31 10:01:26.145818,3.77,1,2,Player0459,"Relâmpago, Canhão, Veneno, Executor, Bola de Fogo, Torre Inferno, Corredor, Dragão Bebê","Coletor de Elixir, Golem, Corredor, Fornalha, Torre Inferno, Mosqueteira, Zap, Arqueiras",2100,2096
355,2023-01-03 21:23:56.492838,4.92,2,2,Player0012,"Tornado, Bruxa, Torre de Bombas, Mago de Gelo, Fornalha, Canhão, Golem, Bárbaros","Dragão Bebê, Mega Servo, Gigante, Arqueiras, Fúria, Corredor, Bárbaros, Descarga",4876,3482
356,2023-05-22 04:23:53.135656,1.81,3,0,Player0097,"Príncipe, Torre Inferno, Coletor de Elixir, Zap, Mago, Mini P.E.K.K.A, Relâmpago, Bruxa","Mini P.E.K.K.A, Tornado, Corredor, Bruxa, Coletor de Elixir, Bárbaros, P.E.K.K.A, Arqueiras",3013,5961
