nickname,tempo_de_jogo,trofeus,nivel,deck
Jogador_200,250.99,2276,2,"Mago, P.E.K.K.A, Cura, Cavalaria, Bárbaros, Mini P.E.K.K.A, Foguete, Gigante"
Jogador_201,100.6,4640,9,"Dragão, Cavalaria, Bárbaros, P.E.K.K.A, Canhão, Golem, Arqueiras, Bola de Fogo"
Jogador_202,134.91,153,5,"Mago, Cavalaria, Mini P.E.K.K.A, Bárbaros, Arqueiras, Gigante, Dragão, Canhão"
Jogador_203,155.11,1240,5,"Arqueiras, P.E.K.K.A, Cavalaria, Cura, Mini P.E.K.K.A, Gigante, Dragão, Bola de Fogo"
Jogador_204,430.15,1513,10,"Mago, P.E.K.K.A, Bárbaros, Mini P.E.K.K.A, Bola de Fogo, Cavalaria, Cura, Arqueiras"
Jogador_205,99.91,667,6,"Mago, Golem, Gigante, Cavalaria, Bárbaros, Canhão, Arqueiras, Mini P.E.K.K.A"
Jogador_206,77.73,3366,4,"Mini P.E.K.K.A, P.E.K.K.A, Cavalaria, Dragão, Arqueiras, Gigante, Foguete, Mago"
Jogador_207,26.73,303,3,"Bola de Fogo, Mago, Dragão, Foguete, Golem, Bárbaros, P.E.K.K.A, Cura"
Jogador_208,159.73,1667,3,"Golem, Arqueiras, Foguete, Dragão, Bárbaros, Mago, P.E.K.K.A, Cura"
Jogador_209,12.95,4816,8,"Mini P.E.K.K.A, Cavalaria, Arqueiras, Canhão, P.E.K.K.A, Mago, Bola de Fogo, Dragão"
Jogador_210,129.2,1605,10,"Cura, Arqueiras, Foguete, Golem, Bola de Fogo, Mini P.E.K.K.A, Bárbaros, Mago"
Jogador_211,190.67,593,2,"Bárbaros, Arqueiras, Foguete, Canhão, Bola de Fogo, Cavalaria, Cura, Gigante"
Jogador_212,321.51,2532,6,"Canhão, Cavalaria, Arqueiras, Dragão, Bola de Fogo, Mago, Mini P.E.K.K.A, Cura"
Jogador_213,494.5,4888,1,"Gigante, Dragão, Bárbaros, Bola de Fogo, Arqueiras, Golem, Cavalaria, Foguete"
Jogador_214,294.53,2201,6,"Bola de Fogo, P.E.K.K.A, Foguete, Bárbaros, Mini P.E.K.K.A, Dragão, Cura, Arqueiras"
Jogador_215,163.71,60,3,"Dragão, Foguete, Arqueiras, Cura, P.E.K.K.A, Mago, Gigante, Bola de Fogo"
Jogador_216,210.31,1353,6,"Bola de Fogo, Gigante, Cavalaria, Mini P.E.K.K.A, Golem, Arqueiras, Bárbaros, P.E.K.K.A"
Jogador_217,222.26,2385,2,"Mini P.E.K.K.A, Gigante, Bárbaros, P.E.K.K.A, Arqueiras, Dragão, Bola de Fogo, Foguete"
Jogador_218,77.49,3178,8,"Cavalaria, Bola de Fogo, Foguete, Arqueiras, Mago, Cura, Bárbaros, Gigante"
Jogador_219,433.25,1558,10,"Mini P.E.K.K.A, Canhão, Cura, Bola de Fogo, Dragão, Bárbaros, Arqueiras, Mago"
Jogador_220,422.08,1280,5,"Arqueiras, P.E.K.K.A, Mini P.E.K.K.A, Dragão, Cura, Canhão, Foguete, Bárbaros"
Jogador_221,144.72,2385,5,"Bola de Fogo, Bárbaros, Foguete, Arqueiras, Mago, Cura, Canhão, Golem"
Jogador_222,327.76,1451,12,"Dragão, Golem, Cura, Arqueiras, Foguete, Gigante, Mago, Mini P.E.K.K.A"
Jogador_223,418.14,225,12,"Golem, Mago, Canhão, Gigante, Mini P.E.K.K.A, Arqueiras, P.E.K.K.A, Bárbaros"
Jogador_224,197.44,4083,13,"Bola de Fogo, Gigante, Arqueiras, Cura, Bárbaros, Canhão, P.E.K.K.A, Golem"
Jogador_225,103.54,4484,3,"Canhão, Bola de Fogo, Foguete, Golem, Cavalaria, Cura, Mago, P.E.K.K.A"
Jogador_226,274.25,1214,13,"Arqueiras, Canhão, Golem, Cavalaria, Mini P.E.K.K.A, Dragão, Mago, P.E.K.K.A"
Jogador_227,36.61,2448,9,"Golem, Mini P.E.K.K.A, Foguete, P.E.K.K.A, Bárbaros, Bola de Fogo, Dragão, Cavalaria"
Jogador_228,330.15,1010,13,"Bola de Fogo, Foguete, Arqueiras, Gigante, Golem, Dragão, Bárbaros, Canhão"
Jogador_229,274.47,4407,13,"P.E.K.K.A, Dragão, Cavalaria, Mini P.E.K.K.A, Arqueiras, Bárbaros, Cura, Gigante"
Jogador_230,129.88,4739,11,"Canhão, Cavalaria, Mago, Mini P.E.K.K.A, Foguete, Arqueiras, Cura, Gigante"
Jogador_231,118.2,1046,8,"P.E.K.K.A, Arqueiras, Bola de Fogo, Golem, Mini P.E.K.K.A, Dragão, Cavalaria, Foguete"
Jogador_232,449.13,2704,6,"Cavalaria, Canhão, Gigante, Mago, Golem, Dragão, P.E.K.K.A, Cura"
Jogador_233,40.3,3011,10,"Cavalaria, Canhão, Gigante, Mago, Foguete, Arqueiras, Bárbaros, Dragão"
Jogador_234,160.57,2529,9,"Arqueiras, Bárbaros, Gigante, Golem, Mini P.E.K.K.A, Mago, Bola de Fogo, P.E.K.K.A"
Jogador_235,288.24,329,3,"Mago, Cavalaria, Arqueiras, Mini P.E.K.K.A, Dragão, Canhão, Golem, Bárbaros"
Jogador_236,107.07,2830,4,"Arqueiras, Gigante, Bola de Fogo, Mini P.E.K.K.A, Bárbaros, Cura, Canhão, Mago"
Jogador_237,457.44,4366,13,"Mini P.E.K.K.A, Foguete, Dragão, Cavalaria, P.E.K.K.A, Golem, Gigante, Bárbaros"
Jogador_238,151.38,2133,12,"Foguete, Canhão, Golem, P.E.K.K.A, Bárbaros, Arqueiras, Mini P.E.K.K.A, Cavalaria"
Jogador_239,42.57,733,9,"Mini P.E.K.K.A, Bola de Fogo, Gigante, Foguete, Dragão, Cavalaria, Bárbaros, Cura"
Jogador_240,115.27,1275,8,"P.E.K.K.A, Bola de Fogo, Mini P.E.K.K.A, Arqueiras, Canhão, Gigante, Golem, Dragão"
Jogador_241,225.85,819,11,"Golem, Arqueiras, Canhão, Mago, P.E.K.K.A, Foguete, Gigante, Mini P.E.K.K.A"
Jogador_242,430.5,3421,12,"P.E.K.K.A, Cura, Arqueiras, Mini P.E.K.K.A, Gigante, Mago, Foguete, Dragão"
Jogador_243,371.48,2201,4,"Mini P.E.K.K.A, Bárbaros, Dragão, Canhão, P.E.K.K.A, Golem, Arqueiras, Cavalaria"
Jogador_244,116.12,2873,3,"Dragão, Mago, Mini P.E.K.K.A, Cavalaria, Cura, Golem, Bola de Fogo, Foguete"
Jogador_245,334.49,2994,8,"Bola de Fogo, Arqueiras, P.E.K.K.A, Dragão, Cavalaria, Canhão, Mago, Gigante"
Jogador_246,36.18,4365,1,"Bola de Fogo, Foguete, Bárbaros, Arqueiras, Gigante, Cavalaria, Mini P.E.K.K.A, Mago"
Jogador_247,276.61,4515,13,"Dragão, Bárbaros, P.E.K.K.A, Canhão, Cura, Cavalaria, Bola de Fogo, Foguete"
Jogador_248,266.28,3,4,"Cavalaria, Dragão, Arqueiras, Foguete, Cura, Golem, Bola de Fogo, Bárbaros"
Jogador_249,12.23,2173,7,"Foguete, Cavalaria, Canhão, Bola de Fogo, Bárbaros, Golem, P.E.K.K.A, Gigante"
Jogador_250,444.27,3457,5,"Bárbaros, Cura, Mago, Cavalaria, Dragão, P.E.K.K.A, Gigante, Mini P.E.K.K.A"
Jogador_251,465.34,1404,10,"Mini P.E.K.K.A, Mago, Bola de Fogo, Golem, Dragão, Canhão, Foguete, Cura"
Jogador_252,188.72,3651,12,"P.E.K.K.A, Golem, Gigante, Bola de Fogo, Arqueiras, Mago, Foguete, Cavalaria"
Jogador_253,387.47,2399,7,"Mago, Foguete, Cavalaria, Bola de Fogo, Gigante, Golem, Mini P.E.K.K.A, P.E.K.K.A"
Jogador_254,136.3,494,6,"Canhão, Bola de Fogo, Arqueiras, P.E.K.K.A, Golem, Dragão, Mago, Foguete"
Jogador_255,333.83,449,5,"Canhão, Gigante, Bola de Fogo, Cura, Mago, Arqueiras, Golem, Mini P.E.K.K.A"
Jogador_256,449.4,2673,7,"Dragão, Arqueiras, Golem, Mini P.E.K.K.A, Mago, Bárbaros, P.E.K.K.A, Canhão"
Jogador_257,494.68,3705,12,"Gigante, Cavalaria, Arqueiras, Foguete, Mago, Dragão, Canhão, Golem"
Jogador_258,404.88,2017,9,"Gigante, Arqueiras, Foguete, Bola de Fogo, Bárbaros, Mago, Mini P.E.K.K.A, Golem"
Jogador_259,180.17,502,9,"Bola de Fogo, Dragão, Mago, P.E.K.K.A, Foguete, Cavalaria, Arqueiras, Gigante"
Jogador_260,304.63,2167,10,"Arqueiras, Canhão, Mago, Cura, Gigante, Foguete, P.E.K.K.A, Bola de Fogo"
Jogador_261,82.67,1612,7,"Golem, Cura, Arqueiras, Cavalaria, P.E.K.K.A, Foguete, Bola de Fogo, Canhão"
Jogador_262,313.95,370,7,"Gigante, Dragão, Cavalaria, Foguete, Mini P.E.K.K.A, Bola de Fogo, Mago, Arqueiras"
Jogador_263,189.05,1996,10,"Cura, P.E.K.K.A, Bola de Fogo, Mini P.E.K.K.A, Dragão, Arqueiras, Golem, Canhão"
Jogador_264,108.12,1770,11,"Mini P.E.K.K.A, P.E.K.K.A, Canhão, Foguete, Gigante, Bola de Fogo, Mago, Bárbaros"
Jogador_265,318.07,3789,6,"Gigante, Dragão, P.E.K.K.A, Cavalaria, Bola de Fogo, Golem, Canhão, Foguete"
Jogador_266,401.18,1022,1,"Arqueiras, Foguete, Canhão, Cavalaria, Gigante, Mini P.E.K.K.A, Bárbaros, Mago"
Jogador_267,380.38,4296,2,"Bárbaros, Foguete, Cura, Dragão, P.E.K.K.A, Cavalaria, Arqueiras, Golem"
Jogador_268,492.36,1882,4,"Golem, Bola de Fogo, Canhão, Mago, Gigante, Mini P.E.K.K.A, Arqueiras, Dragão"
Jogador_269,445.98,2721,12,"Mago, Arqueiras, Bola de Fogo, Foguete, Cavalaria, Dragão, Gigante, Bárbaros"
Jogador_270,125.53,1059,11,"Bárbaros, Cura, Foguete, Golem, Arqueiras, Mago, P.E.K.K.A, Canhão"
Jogador_271,131.89,2835,2,"Cura, P.E.K.K.A, Cavalaria, Arqueiras, Canhão, Gigante, Bárbaros, Dragão"
Jogador_272,123.13,2954,12,"Foguete, Golem, Arqueiras, Cavalaria, Canhão, Bárbaros, Gigante, Mago"
Jogador_273,222.7,2715,11,"Arqueiras, Golem, P.E.K.K.A, Cavalaria, Mago, Dragão, Mini P.E.K.K.A, Canhão"
Jogador_274,78.84,1990,10,"Foguete, Cavalaria, Canhão, Arqueiras, P.E.K.K.A, Golem, Mini P.E.K.K.A, Bárbaros"
Jogador_275,492.81,4028,5,"Mago, Cura, Canhão, Bola de Fogo, Bárbaros, Dragão, Mini P.E.K.K.A, Golem"
Jogador_276,10.78,4653,8,"Dragão, Canhão, Cavalaria, P.E.K.K.A, Golem, Gigante, Arqueiras, Cura"
Jogador_277,223.27,3849,3,"Foguete, P.E.K.K.A, Bola de Fogo, Mago, Mini P.E.K.K.A, Bárbaros, Dragão, Arqueiras"
Jogador_278,15.47,3934,10,"Cavalaria, Dragão, Mini P.E.K.K.A, Canhão, Bárbaros, Gigante, Mago, Foguete"
Jogador_279,69.17,2886,11,"Foguete, Mini P.E.K.K.A, Dragão, Mago, P.E.K.K.A, Arqueiras, Golem, Bola de Fogo"
Jogador_280,126.44,2123,6,"Mago, Cura, Bárbaros, Canhão, Bola de Fogo, Dragão, P.E.K.K.A, Cavalaria"
Jogador_281,386.68,2092,3,"Mago, Cura, Mini P.E.K.K.A, Foguete, Canhão, Gigante, Bola de Fogo, Cavalaria"
Jogador_282,415.62,1298,7,"Bárbaros, Golem, Cavalaria, Canhão, Mago, P.E.K.K.A, Arqueiras, Mini P.E.K.K.A"
Jogador_283,13.14,4745,12,"Golem, Dragão, Bola de Fogo, Mini P.E.K.K.A, Gigante, Mago, Cura, Cavalaria"
Jogador_284,49.69,535,2,"P.E.K.K.A, Cavalaria, Cura, Arqueiras, Bola de Fogo, Mago, Dragão, Golem"
Jogador_285,301.5,4833,13,"Mago, Bárbaros, Cavalaria, Dragão, Bola de Fogo, Mini P.E.K.K.A, Golem, Foguete"
Jogador_286,146.36,2579,3,"Mago, Arqueiras, P.E.K.K.A, Foguete, Dragão, Bola de Fogo, Bárbaros, Gigante"
Jogador_287,280.52,1225,10,"P.E.K.K.A, Bola de Fogo, Mago, Mini P.E.K.K.A, Canhão, Arqueiras, Bárbaros, Cura"
Jogador_288,482.91,4577,4,"Canhão, Gigante, Dragão, Cura, Cavalaria, Mini P.E.K.K.A, Arqueiras, Mago"
Jogador_289,24.65,1305,8,"Bárbaros, Dragão, Golem, Arqueiras, Bola de Fogo, Canhão, Cavalaria, Foguete"
Jogador_290,208.45,2179,5,"P.E.K.K.A, Bárbaros, Canhão, Foguete, Mago, Bola de Fogo, Cura, Dragão"
Jogador_291,372.01,1748,13,"Bola de Fogo, Mini P.E.K.K.A, Mago, Canhão, Gigante, Golem, Foguete, P.E.K.K.A"
Jogador_292,30.2,2445,4,"Cura, Cavalaria, Canhão, Dragão, Foguete, Gigante, Mago, P.E.K.K.A"
Jogador_293,230.42,1871,5,"Arqueiras, Bárbaros, Foguete, Cura, P.E.K.K.A, Bola de Fogo, Mini P.E.K.K.A, Gigante"
Jogador_294,301.61,3658,5,"Golem, P.E.K.K.A, Cavalaria, Foguete, Mini P.E.K.K.A, Mago, Arqueiras, Gigante"
Jogador_295,195.36,622,9,"Mini P.E.K.K.A, Bárbaros, Dragão, P.E.K.K.A, Gigante, Golem, Cavalaria, Mago"
Jogador_296,260.87,705,10,"Gigante, P.E.K.K.A, Canhão, Bola de Fogo, Mini P.E.K.K.A, Bárbaros, Cavalaria, Foguete"
Jogador_297,142.21,4424,6,"Cura, Gigante, Foguete, P.E.K.K.A, Dragão, Golem, Arqueiras, Cavalaria"
Jogador_298,484.17,3159,12,"Bola de Fogo, Arqueiras, Golem, Canhão, Cavalaria, Gigante, Foguete, Mini P.E.K.K.A"
Jogador_299,476.18,4589,5,"Mago, Dragão, P.E.K.K.A, Canhão, Bola de Fogo, Arqueiras, Mini P.E.K.K.A, Gigante"
Jogador_300,45.3,2252,1,"Mini P.E.K.K.A, Canhão, Foguete, Gigante, Mago, Golem, Bola de Fogo, Arqueiras"
Jogador_301,353.68,4800,12,"Dragão, Canhão, Gigante, Cura, Arqueiras, P.E.K.K.A, Foguete, Cavalaria"
Jogador_302,211.66,4453,2,"Golem, Mini P.E.K.K.A, Bola de Fogo, Dragão, Gigante, Cura, Cavalaria, Foguete"
Jogador_303,402.02,3774,12,"Dragão, Bola de Fogo, Foguete, Mini P.E.K.K.A, Arqueiras, Golem, P.E.K.K.A, Canhão"
Jogador_304,373.09,4869,7,"Cura, Mago, Cavalaria, Foguete, P.E.K.K.A, Mini P.E.K.K.A, Golem, Arqueiras"
Jogador_305,107.6,4774,13,"Cavalaria, Cura, Canhão, P.E.K.K.A, Bárbaros, Arqueiras, Bola de Fogo, Gigante"
Jogador_306,129.98,2274,13,"Golem, Arqueiras, Mini P.E.K.K.A, Gigante, Foguete, Canhão, Bola de Fogo, Mago"
Jogador_307,163.52,4904,2,"P.E.K.K.A, Mini P.E.K.K.A, Cura, Arqueiras, Cavalaria, Foguete, Golem, Mago"
Jogador_308,417.86,967,9,"Dragão, Bola de Fogo, Arqueiras, Foguete, Mago, Mini P.E.K.K.A, Cura, Gigante"
Jogador_309,489.64,2094,6,"Arqueiras, Bola de Fogo, Gigante, Foguete, Dragão, Canhão, P.E.K.K.A, Mini P.E.K.K.A"
Jogador_310,348.2,904,7,"Cavalaria, Mini P.E.K.K.A, Golem, Bola de Fogo, P.E.K.K.A, Mago, Gigante, Arqueiras"
Jogador_311,298.73,1253,8,"Canhão, Mago, Dragão, Foguete, Bárbaros, Bola de Fogo, Mini P.E.K.K.A, Arqueiras"
Jogador_312,313.45,3528,1,"Bola de Fogo, Golem, Mago, Mini P.E.K.K.A, Dragão, Arqueiras, Cavalaria, Canhão"
Jogador_313,346.32,223,11,"Gigante, P.E.K.K.A, Golem, Canhão, Dragão, Foguete, Cavalaria, Mini P.E.K.K.A"
Jogador_314,179.13,3942,3,"Bárbaros, P.E.K.K.A, Mago, Foguete, Mini P.E.K.K.A, Gigante, Golem, Cura"
Jogador_315,457.99,2303,11,"Bárbaros, Foguete, Cura, Mago, Gigante, Cavalaria, Dragão, P.E.K.K.A"
Jogador_316,380.25,2390,2,"Cura, Foguete, Gigante, Dragão, Bárbaros, Bola de Fogo, Cavalaria, Canhão"
Jogador_317,64.46,936,9,"Bárbaros, Foguete, Cavalaria, Canhão, P.E.K.K.A, Golem, Arqueiras, Gigante"
Jogador_318,413.89,619,4,"P.E.K.K.A, Cavalaria, Canhão, Foguete, Mini P.E.K.K.A, Gigante, Golem, Bárbaros"
Jogador_319,336.63,1873,4,"Bola de Fogo, P.E.K.K.A, Golem, Bárbaros, Cura, Gigante, Foguete, Mini P.E.K.K.A"
Jogador_320,291.67,1895,3,"Bola de Fogo, P.E.K.K.A, Mini P.E.K.K.A, Arqueiras, Bárbaros, Foguete, Mago, Cavalaria"
Jogador_321,117.79,2332,13,"Arqueiras, Mago, P.E.K.K.A, Mini P.E.K.K.A, Cura, Foguete, Bárbaros, Bola de Fogo"
Jogador_322,40.0,803,13,"Arqueiras, Bárbaros, Bola de Fogo, Cavalaria, Dragão, Foguete, Cura, Golem"
Jogador_323,17.57,2113,1,"Gigante, Bárbaros, Canhão, Arqueiras, Cavalaria, Foguete, Mini P.E.K.K.A, Dragão"
Jogador_324,46.77,4377,11,"Bárbaros, Mago, Bola de Fogo, P.E.K.K.A, Cura, Cavalaria, Arqueiras, Golem"
Jogador_325,10.34,2346,6,"Dragão, Gigante, Cura, Golem, Bola de Fogo, Cavalaria, Foguete, Arqueiras"
Jogador_326,53.92,776,9,"Dragão, Mago, P.E.K.K.A, Cura, Golem, Arqueiras, Mini P.E.K.K.A, Gigante"
Jogador_327,305.76,2347,8,"Foguete, Mago, Bárbaros, Canhão, Gigante, P.E.K.K.A, Dragão, Cura"
Jogador_328,115.58,4528,4,"Arqueiras, Bola de Fogo, Mago, P.E.K.K.A, Foguete, Dragão, Canhão, Gigante"
Jogador_329,23.93,1473,11,"Cura, P.E.K.K.A, Mago, Golem, Canhão, Cavalaria, Mini P.E.K.K.A, Arqueiras"
Jogador_330,407.22,1806,11,"Canhão, Bárbaros, Arqueiras, Bola de Fogo, Cavalaria, Mini P.E.K.K.A, Foguete, Cura"
Jogador_331,413.76,490,4,"Bárbaros, Cura, Arqueiras, Canhão, P.E.K.K.A, Mago, Bola de Fogo, Golem"
Jogador_332,100.29,790,3,"P.E.K.K.A, Mini P.E.K.K.A, Bárbaros, Arqueiras, Canhão, Bola de Fogo, Mago, Golem"
Jogador_333,59.65,4118,7,"Dragão, Canhão, Mago, Bárbaros, Foguete, P.E.K.K.A, Gigante, Arqueiras"
Jogador_334,256.69,1712,7,"Dragão, Canhão, Gigante, Bárbaros, Golem, Foguete, Cura, Bola de Fogo"
Jogador_335,220.91,1970,3,"Bola de Fogo, Dragão, Foguete, Arqueiras, Mini P.E.K.K.A, Canhão, Gigante, Mago"
Jogador_336,255.79,1777,8,"Mago, Golem, Dragão, Arqueiras, Gigante, Bola de Fogo, Canhão, Foguete"
Jogador_337,397.05,1336,9,"Mago, Bola de Fogo, Gigante, Cavalaria, P.E.K.K.A, Dragão, Golem, Foguete"
Jogador_338,254.44,2286,12,"P.E.K.K.A, Canhão, Arqueiras, Mago, Cavalaria, Bola de Fogo, Gigante, Cura"
Jogador_339,261.84,3944,12,"Canhão, Foguete, Dragão, Golem, Gigante, Cura, Mago, Cavalaria"
Jogador_340,30.9,3845,7,"Foguete, Arqueiras, P.E.K.K.A, Mago, Bola de Fogo, Gigante, Mini P.E.K.K.A, Golem"
Jogador_341,149.73,3964,7,"Mago, Canhão, Foguete, Gigante, Arqueiras, P.E.K.K.A, Cavalaria, Dragão"
Jogador_342,352.57,675,6,"Bola de Fogo, Foguete, Dragão, Gigante, P.E.K.K.A, Mago, Canhão, Mini P.E.K.K.A"
Jogador_343,400.62,2590,7,"Cura, Bola de Fogo, Foguete, Mini P.E.K.K.A, Dragão, Bárbaros, Mago, Golem"
Jogador_344,174.97,996,13,"P.E.K.K.A, Bárbaros, Mago, Foguete, Canhão, Cura, Golem, Cavalaria"
Jogador_345,247.53,1314,6,"Arqueiras, Dragão, Canhão, Mago, P.E.K.K.A, Cura, Mini P.E.K.K.A, Bola de Fogo"
Jogador_346,409.62,1095,2,"Cavalaria, P.E.K.K.A, Mini P.E.K.K.A, Bárbaros, Bola de Fogo, Mago, Dragão, Cura"
Jogador_347,124.57,1646,11,"Bola de Fogo, Cura, Arqueiras, Gigante, Foguete, Golem, Cavalaria, Mini P.E.K.K.A"
Jogador_348,135.94,3812,10,"Cavalaria, Mini P.E.K.K.A, Mago, Dragão, Bárbaros, P.E.K.K.A, Gigante, Golem"
Jogador_349,128.6,4285,13,"Mini P.E.K.K.A, P.E.K.K.A, Dragão, Arqueiras, Bola de Fogo, Cura, Canhão, Golem"
Jogador_350,158.91,110,3,"P.E.K.K.A, Dragão, Mago, Gigante, Canhão, Bárbaros, Mini P.E.K.K.A, Bola de Fogo"
Jogador_351,218.39,4937,11,"Dragão, Bárbaros, Canhão, Bola de Fogo, Arqueiras, Golem, Cavalaria, Gigante"
Jogador_352,331.69,1904,2,"Gigante, Canhão, Mago, Bola de Fogo, P.E.K.K.A, Arqueiras, Bárbaros, Golem"
Jogador_353,91.69,3311,13,"Arqueiras, Cura, Mago, Bárbaros, Foguete, Bola de Fogo, Gigante, Mini P.E.K.K.A"
Jogador_354,137.1,167,2,"Gigante, Mago, Golem, Bárbaros, Dragão, Mini P.E.K.K.A, Canhão, Foguete"
Jogador_355,120.83,4180,3,"Bárbaros, Cavalaria, Dragão, Bola de Fogo, Canhão, P.E.K.K.A, Mini P.E.K.K.A, Golem"
Jogador_356,113.08,2103,9,"Arqueiras, P.E.K.K.A, Bárbaros, Bola de Fogo, Gigante, Foguete, Mago, Canhão"
Jogador_357,22.25,2770,2,"Foguete, Bola de Fogo, Bárbaros, Canhão, P.E.K.K.A, Mini P.E.K.K.A, Mago, Arqueiras"
Jogador_358,95.76,4347,12,"Cavalaria, Cura, Arqueiras, P.E.K.K.A, Mini P.E.K.K.A, Golem, Dragão, Gigante"
Jogador_359,36.94,4763,9,"Mini P.E.K.K.A, Canhão, Bárbaros, Gigante, Dragão, Foguete, Golem, Arqueiras"
Jogador_360,126.15,4572,7,"Cura, Arqueiras, Canhão, P.E.K.K.A, Bola de Fogo, Bárbaros, Dragão, Mago"
Jogador_361,22.44,74,10,"Bola de Fogo, Canhão, Cura, P.E.K.K.A, Foguete, Mago, Gigante, Dragão"
Jogador_362,434.85,312,3,"P.E.K.K.A, Bola de Fogo, Dragão, Cura, Canhão, Cavalaria, Arqueiras, Mini P.E.K.K.A"
Jogador_363,194.71,3761,12,"Bola de Fogo, Bárbaros, Canhão, Mini P.E.K.K.A, Cura, Mago, Gigante, P.E.K.K.A"
Jogador_364,490.15,1550,6,"Cavalaria, Dragão, Bola de Fogo, P.E.K.K.A, Mago, Gigante, Mini P.E.K.K.A, Canhão"
Jogador_365,455.82,3906,6,"Bárbaros, Cavalaria, P.E.K.K.A, Dragão, Bola de Fogo, Canhão, Arqueiras, Golem"
Jogador_366,28.84,1860,11,"Gigante, Bárbaros, Canhão, Cavalaria, Golem, Dragão, Mago, Mini P.E.K.K.A"
Jogador_367,471.15,4309,9,"Dragão, P.E.K.K.A, Foguete, Bola de Fogo, Golem, Cavalaria, Bárbaros, Mini P.E.K.K.A"
Jogador_368,205.87,3290,1,"Arqueiras, Bárbaros, Foguete, Golem, Canhão, Cura, Cavalaria, Gigante"
Jogador_369,489.59,4485,3,"Foguete, Mini P.E.K.K.A, Cura, Cavalaria, Golem, Bárbaros, Mago, Bola de Fogo"
Jogador_370,214.3,1638,4,"Canhão, Cavalaria, Dragão, Foguete, Bola de Fogo, Gigante, Bárbaros, Mago"
Jogador_371,466.25,4770,2,"Bola de Fogo, Bárbaros, P.E.K.K.A, Golem, Canhão, Mini P.E.K.K.A, Gigante, Cavalaria"
Jogador_372,256.51,2015,7,"Bola de Fogo, Cavalaria, Gigante, P.E.K.K.A, Bárbaros, Foguete, Canhão, Arqueiras"
Jogador_373,296.94,1847,11,"P.E.K.K.A, Bárbaros, Golem, Dragão, Mago, Gigante, Foguete, Mini P.E.K.K.A"
Jogador_374,324.38,2268,1,"P.E.K.K.A, Cavalaria, Bárbaros, Gigante, Arqueiras, Golem, Mini P.E.K.K.A, Dragão"
Jogador_375,90.31,3587,13,"Canhão, Golem, Bola de Fogo, P.E.K.K.A, Gigante, Arqueiras, Dragão, Bárbaros"
Jogador_376,45.93,148,2,"Bárbaros, Canhão, Cura, Gigante, Cavalaria, Mago, Bola de Fogo, P.E.K.K.A"
Jogador_377,58.35,3415,2,"Bárbaros, Mago, P.E.K.K.A, Arqueiras, Golem, Mini P.E.K.K.A, Cura, Cavalaria"
Jogador_378,103.51,561,2,"Arqueiras, Bárbaros, Golem, Cura, P.E.K.K.A, Canhão, Mini P.E.K.K.A, Mago"
Jogador_379,227.52,4061,8,"Golem, Bola de Fogo, Mini P.E.K.K.A, Canhão, Gigante, Cura, Bárbaros, Mago"
Jogador_380,382.32,3111,6,"Gigante, Arqueiras, Canhão, Mini P.E.K.K.A, Bárbaros, Golem, Cura, Foguete"
Jogador_381,318.53,2731,5,"Dragão, Arqueiras, P.E.K.K.A, Gigante, Canhão, Cura, Mago, Bárbaros"
Jogador_382,197.71,2400,3,"P.E.K.K.A, Gigante, Canhão, Bárbaros, Cavalaria, Golem, Arqueiras, Cura"
Jogador_383,217.52,3466,7,"P.E.K.K.A, Cura, Arqueiras, Canhão, Dragão, Cavalaria, Bola de Fogo, Golem"
Jogador_384,482.68,3140,3,"Mago, Arqueiras, Canhão, Mini P.E.K.K.A, Golem, Cura, Gigante, Bola de Fogo"
Jogador_385,246.97,1237,8,"Bárbaros, Cura, Bola de Fogo, Foguete, Dragão, P.E.K.K.A, Canhão, Arqueiras"
Jogador_386,37.23,3306,13,"Mago, Foguete, P.E.K.K.A, Bárbaros, Golem, Cura, Gigante, Arqueiras"
Jogador_387,344.55,3733,9,"P.E.K.K.A, Golem, Cavalaria, Mini P.E.K.K.A, Mago, Foguete, Gigante, Canhão"
Jogador_388,253.49,2779,1,"Mini P.E.K.K.A, Gigante, Bárbaros, Mago, Bola de Fogo, Cura, Cavalaria, P.E.K.K.A"
Jogador_389,133.26,501,3,"Bola de Fogo, Cura, Mago, Golem, Bárbaros, Gigante, Canhão, Dragão"
Jogador_390,301.51,1495,2,"Arqueiras, Cura, Foguete, Cavalaria, Canhão, P.E.K.K.A, Mago, Golem"
Jogador_391,60.35,3102,3,"Cura, Mini P.E.K.K.A, Dragão, Cavalaria, Gigante, Foguete, Canhão, Bola de Fogo"
Jogador_392,222.6,3782,1,"Arqueiras, Bola de Fogo, P.E.K.K.A, Foguete, Mini P.E.K.K.A, Golem, Mago, Cura"
Jogador_393,80.18,4399,12,"Foguete, Arqueiras, P.E.K.K.A, Bárbaros, Mini P.E.K.K.A, Bola de Fogo, Cura, Mago"
Jogador_394,231.26,2784,13,"Bárbaros, P.E.K.K.A, Arqueiras, Cura, Dragão, Cavalaria, Foguete, Gigante"
Jogador_395,20.93,627,9,"Mago, Bola de Fogo, Arqueiras, Bárbaros, Mini P.E.K.K.A, Golem, Gigante, Cura"
Jogador_396,26.74,2694,4,"Foguete, Arqueiras, Gigante, Cura, Mago, Cavalaria, Dragão, Mini P.E.K.K.A"
Jogador_397,185.76,1907,1,"Gigante, Bárbaros, P.E.K.K.A, Canhão, Golem, Cura, Arqueiras, Bola de Fogo"
