id_batalha,data,tempo_de_batalha,torres_derrubadas_jogador1,torres_derrubadas_jogador2,vencedor,deck_jogador1,deck_jogador2,trofeus_jogador1,trofeus_jogador2
226,2023-07-27 22:54:53.043620,2.9,1,0,Player0091,"Torre Inferno, Bárbaros, Zap, Dragão Bebê, Bola de Fogo, Gigante, Descarga, Fornalha","Dragão Bebê, Bruxa, Corredor, Veneno, Gigante, P.E.K.K.A, Cabana de Bárbaros, Príncipe",4630,5694
227,2023-11-24 11:15:02.204801,3.54,2,3,Player0190,"Mosqueteira, Torre de Bombas, Relâmpago, Golem, Bárbaros, Cabana de Bárbaros, Bruxa, Cabana de Goblins","Dragão Bebê, Bruxa, Corredor, Veneno, Gigante, P.E.K.K.A, Cabana de Bárbaros, Príncipe",2676,5694
228,2023-03-18 06:18:34.699323,2.19,1,2,Player0773,"Cavaleiro, Mega Servo, Fúria, Cabana de Bárbaros, P.E.K.K.A, Golem, Veneno, Mago de Gelo","Torre Inferno, Bola de Fogo, Descarga, Veneno, Lápide, Arqueiras, Cabana de Bárbaros, Mosqueteira",3878,4723
229,2023-04-30 09:24:50.348506,3.27,2,2,Player0940,"Cavaleiro, Príncipe, Mago de Gelo, Torre de Bombas, Cabana de Goblins, Coletor de Elixir, Torre Inferno, Executor","Executor, Príncipe, Descarga, Mini P.E.K.K.A, Lápide, Bola de Fogo, Mago, Torre de Bombas",3976,2803
230,2023-08-17 23:17:51.336588,4.55,2,2,Player0872,"Torre Inferno, Coletor de Elixir, Mago de Gelo, Bárbaros, Cabana de Goblins, Mini P.E.K.K.A, Fornalha, P.E.K.K.A","Mini P.E.K.K.A, Dragão Bebê, Fúria, Tornado, Veneno, Mago de Gelo, Bola de Fogo, Canhão",2159,3987
231,2023-06-30 11:44:42.649352,3.57,1,1,Player0523,"Fúria, Cavaleiro, Fornalha, Bárbaros, Mago, Mega Servo, Cabana de Bárbaros, Arqueiras","Descarga, Canhão, Lápide, Executor, Bola de Fogo, P.E.K.K.A, Zap, Torre de Bombas",3288,4855
232,2023-08-30 08:58:40.249991,2.85,0,2,Player0942,"Lápide, Fornalha, Veneno, Coletor de Elixir, Corredor, Torre Inferno, Mosqueteira, Torre de Bombas","Arqueiras, Fornalha, Executor, Cavaleiro, Dragão Bebê, Zap, Relâmpago, Cabana de Bárbaros",4122,5095
233,2023-07-10 20:04:11.360025,4.3,1,1,Player0664,"P.E.K.K.A, Golem, Fúria, Torre de Bombas, Bola de Fogo, Arqueiras, Bruxa, Zap","Zap, Mega Servo, Canhão, Bola de Fogo, Cabana de Bárbaros, Dragão Bebê, Mini P.E.K.K.A, Torre de Bombas",3783,5555
234,2023-03-20 08:37:04.053985,2.92,2,1,Player0860,"Lápide, Cavaleiro, Fúria, Fornalha, Cabana de Bárbaros, Descarga, Canhão, Executor","Dragão Bebê, Canhão, Veneno, Mago de Gelo, Arqueiras, Torre de Bombas, Bruxa, Corredor",2819,4653
235,2023-09-14 20:05:33.869522,1.84,3,2,Player0108,"Executor, Veneno, Arqueiras, Corredor, Bola de Fogo, Torre Inferno, Cabana de Bárbaros, Cabana de Goblins","Fúria, Canhão, Bruxa, Bárbaros, Mosqueteira, Coletor de Elixir, P.E.K.K.A, Veneno",5751,2373
236,2023-08-29 09:52:47.839732,2.25,3,2,Player0081,"Mini P.E.K.K.A, P.E.K.K.A, Executor, Golem, Torre de Bombas, Dragão Bebê, Fúria, Torre Inferno","Golem, Bruxa, Arqueiras, Torre de Bombas, Bárbaros, Mega Servo, Lápide, Zap",2973,3739
237,2023-07-22 11:31:22.277210,1.93,2,1,Player0826,"Descarga, Fornalha, Veneno, Golem, Executor, Coletor de Elixir, Bola de Fogo, Mago","Lápide, Golem, Mega Servo, Cabana de Bárbaros, Bola de Fogo, Fornalha, Coletor de Elixir, Corredor",4484,5219
238,2023-01-12 15:41:36.164253,2.27,0,1,Player0463,"Veneno, Coletor de Elixir, Lápide, Bárbaros, Gigante, Canhão, Torre Inferno, Mago","Bárbaros, Dragão Bebê, Bola de Fogo, Cabana de Bárbaros, Veneno, Bruxa, Príncipe, Lápide",3598,5768
239,2023-07-15 15:18:33.437863,4.79,0,1,Player0682,"Corredor, Mago, Executor, Fúria, Bruxa, Gigante, Canhão, Dragão Bebê","Bruxa, Mini P.E.K.K.A, Príncipe, Relâmpago, Mago, Lápide, Dragão Bebê, Zap",3327,3054
240,2023-11-04 21:29:24.309225,1.56,1,1,Player0037,"Golem, Fúria, Lápide, P.E.K.K.A, Mega Servo, Torre de Bombas, Relâmpago, Bruxa","Fúria, Mega Servo, Cabana de Goblins, Bola de Fogo, Descarga, Executor, Lápide, P.E.K.K.A",3689,2893
241,2023-12-30 12:43:56.298757,3.4,2,0,Player0557,"Veneno, Bárbaros, Corredor, Zap, Fornalha, Lápide, Mosqueteira, Cabana de Bárbaros","Torre de Bombas, Gigante, Príncipe, Mago, Bruxa, P.E.K.K.A, Canhão, Relâmpago",2525,2738
242,2023-05-09 08:24:42.514939,2.38,1,2,Player0953,"Príncipe, Dragão Bebê, Mega Servo, Torre de Bombas, Torre Inferno, Arqueiras, Tornado, Canhão","Mega Servo, Arqueiras, Bárbaros, Veneno, Relâmpago, Fornalha, Mago de Gelo, Torre de Bombas",5090,5976
243,2023-01-08 09:13:35.447714,4.03,1,1,Player0326,"Tornado, Cavaleiro, Coletor de Elixir, Descarga, Mago de Gelo, Cabana de Goblins, Fúria, Gigante","Lápide, Coletor de Elixir, Mini P.E.K.K.A, Torre de Bombas, Canhão, Bárbaros, Torre Inferno, Golem",3312,3490
244,2023-08-16 01:03:26.810694,1.8,1,0,Player0171,"Descarga, Príncipe, Torre de Bombas, Bola de Fogo, Relâmpago, Cabana de Goblins, Bruxa, Torre Inferno","Cabana de Goblins, Executor, P.E.K.K.A, Bruxa, Mini P.E.K.K.A, Canhão, Mosqueteira, Corredor",5436,4390
245,2023-05-17 08:37:29.482850,2.36,3,2,Player0337,"Torre Inferno, Fúria, Cabana de Bárbaros, Lápide, P.E.K.K.A, Bola de Fogo, Cavaleiro, Mago de Gelo","Tornado, Fúria, Torre Inferno, Dragão Bebê, Mago, P.E.K.K.A, Golem, Cabana de Goblins",4852,4756
246,2023-09-21 06:16:46.639262,2.72,1,1,Player0061,"Mosqueteira, Executor, Coletor de Elixir, Veneno, Torre de Bombas, Mini P.E.K.K.A, Cabana de Bárbaros, Bola de Fogo","Cavaleiro, Executor, Lápide, Gigante, Zap, Mago de Gelo, Torre Inferno, Bola de Fogo",4278,3554
247,2023-01-29 05:18:32.175806,1.67,1,0,Player0281,"Gigante, Lápide, Coletor de Elixir, Mago de Gelo, Cabana de Bárbaros, Relâmpago, Cavaleiro, Mago","Golem, Cabana de Bárbaros, Zap, Relâmpago, Bruxa, Fúria, Mini P.E.K.K.A, Descarga",4798,3381
248,2023-09-03 04:41:29.862421,4.07,2,3,Player0030,"Arqueiras, Golem, Gigante, Mini P.E.K.K.A, Bruxa, Fúria, Descarga, Zap","Descarga, Gigante, P.E.K.K.A, Canhão, Golem, Arqueiras, Executor, Mago",5464,2182
249,2023-05-06 10:57:22.391376,2.32,2,2,Player0784,"Canhão, Veneno, Cabana de Goblins, Bárbaros, Lápide, Tornado, Mini P.E.K.K.A, Fornalha","Mini P.E.K.K.A, Corredor, Torre Inferno, Cabana de Bárbaros, Dragão Bebê, Relâmpago, Cabana de Goblins, Mago de Gelo",2697,3933
250,2023-05-05 10:40:47.059262,4.12,1,2,Player0051,"Mega Servo, Bárbaros, Príncipe, Tornado, Fornalha, Canhão, Fúria, Mini P.E.K.K.A","Descarga, Bárbaros, Bruxa, Arqueiras, Relâmpago, Tornado, Dragão Bebê, Executor",2154,2787
251,2023-08-17 12:35:32.729023,1.98,3,2,Player0846,"Mini P.E.K.K.A, Zap, Bola de Fogo, Mega Servo, P.E.K.K.A, Bárbaros, Relâmpago, Descarga","Bola de Fogo, Lápide, Fúria, Mini P.E.K.K.A, Mosqueteira, Bárbaros, Mago, Cavaleiro",5374,2738
252,2023-08-30 11:44:12.616947,4.36,1,1,Player0426,"Cabana de Goblins, Golem, Cabana de Bárbaros, Dragão Bebê, Bruxa, Mega Servo, Descarga, Executor","Golem, Bruxa, Arqueiras, Torre de Bombas, Bárbaros, Mega Servo, Lápide, Zap",3548,3739
253,2023-07-26 01:01:13.729976,2.36,2,1,Player0495,"Executor, Mini P.E.K.K.A, Fúria, Relâmpago, Gigante, Príncipe, Golem, Cabana de Goblins","Bárbaros, Canhão, Gigante, Bruxa, Torre Inferno, Zap, Veneno, Fúria",2448,4205
254,2023-01-03 00:50:48.523292,3.86,2,2,Player0035,"Mago de Gelo, Bruxa, Fornalha, Mega Servo, Descarga, Torre Inferno, Golem, Dragão Bebê","Cavaleiro, Canhão, Bruxa, Príncipe, Arqueiras, Relâmpago, Descarga, P.E.K.K.A",2077,3582
255,2023-09-03 10:29:48.174138,4.25,2,2,Player0295,"Torre Inferno, Veneno, Corredor, Dragão Bebê, Zap, Golem, Bruxa, Bárbaros","Mini P.E.K.K.A, Cavaleiro, Golem, Descarga, Gigante, Veneno, Mago, Torre Inferno",4308,3655
256,2023-04-25 18:13:37.663747,1.56,3,1,Player0531,"Executor, Coletor de Elixir, Bola de Fogo, Dragão Bebê, Gigante, Cabana de Goblins, Mini P.E.K.K.A, Cabana de Bárbaros","Bárbaros, Golem, Torre Inferno, Bola de Fogo, Príncipe, Zap, Mosqueteira, Mini P.E.K.K.A",2036,5761
257,2023-01-09 04:39:46.136614,4.46,1,1,Player0077,"Golem, Arqueiras, Relâmpago, Veneno, P.E.K.K.A, Descarga, Torre Inferno, Corredor","Dragão Bebê, Fornalha, Mago de Gelo, Príncipe, Coletor de Elixir, Gigante, Tornado, Descarga",3157,2906
258,2023-03-31 19:59:28.710719,3.21,1,2,Player0520,"Bárbaros, Golem, Torre Inferno, Bola de Fogo, Príncipe, Zap, Mosqueteira, Mini P.E.K.K.A","Cavaleiro, Canhão, Bruxa, Príncipe, Arqueiras, Relâmpago, Descarga, P.E.K.K.A",5761,3582
259,2023-04-27 23:55:57.941366,2.4,0,2,Player0141,"Relâmpago, Torre de Bombas, Bárbaros, Zap, Cavaleiro, Gigante, Cabana de Bárbaros, Bola de Fogo","Bola de Fogo, Mosqueteira, Cavaleiro, Mago de Gelo, Zap, Corredor, Descarga, Fornalha",5320,3053
260,2023-05-02 18:58:56.321428,4.48,2,2,Player0563,"Golem, Torre Inferno, Fúria, Corredor, Relâmpago, Mago, Bárbaros, Mini P.E.K.K.A","Mago, Dragão Bebê, Gigante, Príncipe, Coletor de Elixir, Veneno, Descarga, Torre de Bombas",3621,5828
261,2023-06-01 21:29:24.899002,4.51,1,0,Player0320,"Mega Servo, Mini P.E.K.K.A, Torre de Bombas, Bola de Fogo, Mosqueteira, Bruxa, Corredor, Cabana de Goblins","Bárbaros, Arqueiras, Cabana de Bárbaros, Bola de Fogo, Mega Servo, Cavaleiro, Veneno, Canhão",5604,5780
262,2023-04-30 09:54:50.320802,4.85,2,2,Player0994,"Fornalha, Canhão, Tornado, Mago, Bruxa, Gigante, Bola de Fogo, Torre Inferno","Cavaleiro, Zap, Gigante, Dragão Bebê, Bárbaros, Veneno, Mega Servo, Corredor",3223,5079
263,2023-03-11 05:24:49.462030,2.87,3,1,Player0742,"Tornado, Príncipe, Descarga, Canhão, Coletor de Elixir, Golem, Mago de Gelo, Mini P.E.K.K.A","Fúria, Dragão Bebê, Mega Servo, Relâmpago, Canhão, Tornado, Descarga, Coletor de Elixir",5997,5929
264,2023-02-13 15:58:00.002069,4.12,1,3,Player0759,"Golem, Lápide, Mini P.E.K.K.A, Coletor de Elixir, Mago, Fúria, Torre Inferno, Veneno","Torre de Bombas, Mini P.E.K.K.A, Arqueiras, Golem, Mago de Gelo, Fúria, Canhão, Lápide",2860,3116
265,2023-03-04 13:55:21.178991,2.88,1,2,Player0451,"Bruxa, Corredor, P.E.K.K.A, Mago de Gelo, Cavaleiro, Coletor de Elixir, Bola de Fogo, Relâmpago","Bola de Fogo, Bruxa, Canhão, Príncipe, Mago, Corredor, Bárbaros, Cabana de Bárbaros",5698,2844
266,2023-08-17 16:58:33.041683,4.9,3,1,Player0606,"Torre de Bombas, Gigante, Príncipe, Mago, Bruxa, P.E.K.K.A, Canhão, Relâmpago","Bárbaros, Zap, Fúria, Fornalha, Coletor de Elixir, Arqueiras, Mosqueteira, Golem",2738,5042
267,2023-04-16 17:23:39.401677,3.43,1,3,Player0370,"Coletor de Elixir, Torre de Bombas, Fúria, P.E.K.K.A, Descarga, Dragão Bebê, Fornalha, Cavaleiro","Torre de Bombas, Dragão Bebê, Cabana de Bárbaros, Fornalha, Mago, Tornado, Arqueiras, Torre Inferno",5426,4111
268,2023-09-22 00:10:01.478485,2.69,2,2,Player0171,"Zap, Tornado, Mosqueteira, Cabana de Goblins, Príncipe, Mago de Gelo, Dragão Bebê, Lápide","Descarga, Príncipe, Torre de Bombas, Bola de Fogo, Relâmpago, Cabana de Goblins, Bruxa, Torre Inferno",3613,5436
269,2023-07-02 23:15:09.893925,3.9,1,0,Player0353,"Mega Servo, Canhão, Mini P.E.K.K.A, Veneno, Descarga, Príncipe, Cavaleiro, Torre Inferno","Mega Servo, Veneno, Relâmpago, Fúria, Mago de Gelo, Corredor, Canhão, Cabana de Goblins",4904,3554
270,2023-12-01 17:32:01.747814,1.64,2,2,Player0387,"Veneno, Príncipe, Fúria, Zap, Coletor de Elixir, Bola de Fogo, Lápide, Fornalha","Bola de Fogo, Zap, Coletor de Elixir, Cabana de Bárbaros, Torre Inferno, Torre de Bombas, Golem, Fornalha",2990,2695
271,2023-08-16 09:01:00.846291,2.1,1,1,Player0345,"Lápide, Descarga, Mega Servo, Fornalha, Arqueiras, Zap, Golem, P.E.K.K.A","Lápide, Mago, Dragão Bebê, Mago de Gelo, Canhão, Fúria, Bola de Fogo, Tornado",5829,2459
272,2023-03-18 02:41:45.896626,3.35,1,0,Player0555,"Golem, Torre de Bombas, P.E.K.K.A, Príncipe, Dragão Bebê, Gigante, Mosqueteira, Corredor","Golem, P.E.K.K.A, Fornalha, Coletor de Elixir, Lápide, Tornado, Executor, Fúria",5847,4930
273,2023-12-28 11:34:56.568094,1.77,3,1,Player0367,"Bárbaros, Lápide, Executor, Mini P.E.K.K.A, Mago de Gelo, P.E.K.K.A, Descarga, Bruxa","Cabana de Bárbaros, Veneno, Mago, Torre Inferno, Gigante, Corredor, Bárbaros, Lápide",4488,2359
274,2023-05-31 09:49:24.359386,4.74,3,2,Player0614,"Lápide, Mago, Mega Servo, Executor, Bárbaros, Torre de Bombas, Descarga, Dragão Bebê","Mega Servo, Veneno, Relâmpago, Fúria, Mago de Gelo, Corredor, Canhão, Cabana de Goblins",5081,3554
275,2023-07-11 21:16:13.103505,2.41,2,2,Player0847,"Executor, Gigante, Corredor, Cabana de Bárbaros, Fúria, P.E.K.K.A, Torre Inferno, Bruxa","Tornado, Canhão, Bárbaros, Bruxa, Cavaleiro, Mini P.E.K.K.A, Mago de Gelo, Torre de Bombas",4879,3107
276,2023-10-09 18:41:12.903610,3.47,1,2,Player0824,"Tornado, Bola de Fogo, Arqueiras, Cavaleiro, Mega Servo, Príncipe, Fornalha, Torre de Bombas","Gigante, Arqueiras, Relâmpago, P.E.K.K.A, Descarga, Cabana de Goblins, Executor, Torre Inferno",4440,5337
277,2023-04-23 20:19:13.122201,1.68,2,1,Player0545,"Dragão Bebê, Fornalha, Mago de Gelo, Príncipe, Coletor de Elixir, Gigante, Tornado, Descarga","Relâmpago, Mago, Coletor de Elixir, P.E.K.K.A, Veneno, Cavaleiro, Fúria, Cabana de Bárbaros",2906,4036
278,2023-09-12 13:49:06.557316,2.97,2,1,Player0451,"Fúria, Arqueiras, Bárbaros, Torre Inferno, Coletor de Elixir, Relâmpago, Príncipe, Golem","Bruxa, Corredor, P.E.K.K.A, Mago de Gelo, Cavaleiro, Coletor de Elixir, Bola de Fogo, Relâmpago",5103,5698
279,2023-09-15 12:53:22.548181,5.0,1,0,Player0188,"Cabana de Goblins, Golem, Cabana de Bárbaros, Dragão Bebê, Bruxa, Mega Servo, Descarga, Executor","Torre Inferno, Bola de Fogo, Descarga, Veneno, Lápide, Arqueiras, Cabana de Bárbaros, Mosqueteira",3548,4723
280,2023-10-27 10:58:12.894364,4.45,2,3,Player0415,"Zap, Bárbaros, Arqueiras, Mini P.E.K.K.A, Torre Inferno, Veneno, Cabana de Bárbaros, Tornado","Mago de Gelo, Fúria, Gigante, Mega Servo, Mago, Executor, Torre Inferno, Golem",5266,2243
281,2023-12-30 12:31:21.848343,2.71,0,3,Player0876,"Príncipe, Cavaleiro, Mago, Canhão, P.E.K.K.A, Relâmpago, Arqueiras, Bruxa","Golem, Bruxa, Tornado, Torre Inferno, Zap, Canhão, Dragão Bebê, Arqueiras",2108,2066
282,2023-06-29 19:32:54.340252,3.75,3,2,Player0763,"Príncipe, Executor, Lápide, Golem, Canhão, Torre Inferno, Mega Servo, Mago de Gelo","Mega Servo, Coletor de Elixir, Arqueiras, Relâmpago, Descarga, Corredor, Tornado, Torre de Bombas",5288,4519
283,2023-07-05 19:12:41.333217,2.5,0,2,Player0966,"Mini P.E.K.K.A, Bola de Fogo, Mago de Gelo, Mosqueteira, Executor, Torre Inferno, Torre de Bombas, Relâmpago","Mago de Gelo, Gigante, Mega Servo, Cabana de Goblins, Mosqueteira, Torre Inferno, Fúria, Bola de Fogo",3967,5858
284,2023-02-05 07:07:50.591347,3.87,0,1,Player0587,"Mosqueteira, Cabana de Goblins, Coletor de Elixir, Príncipe, Bola de Fogo, Cabana de Bárbaros, Bruxa, Canhão","Mago de Gelo, Veneno, Dragão Bebê, Fornalha, Descarga, Mosqueteira, Tornado, Torre Inferno",5490,3433
285,2023-08-15 05:54:35.685957,1.76,0,2,Player0978,"Bruxa, Cavaleiro, Tornado, Príncipe, Torre Inferno, Arqueiras, Mini P.E.K.K.A, Gigante","Gigante, Dragão Bebê, Cabana de Bárbaros, Mosqueteira, Tornado, Torre Inferno, Bola de Fogo, Príncipe",5349,5505
286,2023-01-27 02:59:35.241616,2.73,2,3,Player0665,"Cavaleiro, Cabana de Bárbaros, Executor, Tornado, Mosqueteira, Coletor de Elixir, Torre Inferno, Arqueiras","Fúria, Arqueiras, Mosqueteira, Bárbaros, Cabana de Bárbaros, Zap, Mago de Gelo, Coletor de Elixir",2636,4965
287,2023-03-14 07:43:48.459847,4.39,3,1,Player0602,"P.E.K.K.A, Veneno, Gigante, Corredor, Descarga, Coletor de Elixir, Relâmpago, Canhão","Bárbaros, Cabana de Goblins, Mago, Mini P.E.K.K.A, Bruxa, Arqueiras, Mago de Gelo, Relâmpago",2484,4569
288,2023-05-25 04:40:03.334593,1.55,1,0,Player0726,"Zap, Corredor, P.E.K.K.A, Torre Inferno, Arqueiras, Lápide, Bárbaros, Fornalha","Torre de Bombas, Torre Inferno, Veneno, Bola de Fogo, Coletor de Elixir, Cabana de Bárbaros, Golem, Executor",2705,5630
289,2023-10-15 07:17:15.109606,2.18,0,2,Player0097,"Relâmpago, Bola de Fogo, Mago, Arqueiras, Tornado, Descarga, Corredor, Bárbaros","Príncipe, Torre Inferno, Coletor de Elixir, Zap, Mago, Mini P.E.K.K.A, Relâmpago, Bruxa",5144,3013
290,2023-11-08 00:39:09.213341,3.2,2,1,Player0638,"Mosqueteira, Fúria, Cabana de Bárbaros, Executor, Lápide, Dragão Bebê, Torre Inferno, Arqueiras","Bárbaros, Bola de Fogo, P.E.K.K.A, Cabana de Goblins, Zap, Fornalha, Torre de Bombas, Dragão Bebê",5505,5894
291,2023-05-26 23:41:49.568961,2.66,2,2,Player0668,"Lápide, P.E.K.K.A, Cabana de Goblins, Mini P.E.K.K.A, Bruxa, Descarga, Fúria, Torre de Bombas","Veneno, Lápide, Torre Inferno, Relâmpago, Mega Servo, Bárbaros, Torre de Bombas, Gigante",3369,2456
292,2023-10-27 05:00:36.637711,3.03,1,1,Player0449,"Fúria, Bola de Fogo, Mosqueteira, Mega Servo, Relâmpago, Veneno, Golem, Torre Inferno","Cabana de Bárbaros, Mini P.E.K.K.A, Gigante, Bruxa, P.E.K.K.A, Mosqueteira, Descarga, Tornado",5698,2023
293,2023-12-14 16:52:31.267864,3.0,1,2,Player0722,"P.E.K.K.A, Bruxa, Coletor de Elixir, Bola de Fogo, Cavaleiro, Príncipe, Torre Inferno, Mago de Gelo","Canhão, Corredor, Gigante, Príncipe, Mosqueteira, Mega Servo, Bola de Fogo, Tornado",4745,4959
294,2023-08-25 16:31:22.358876,1.52,1,1,Player0728,"Torre de Bombas, Executor, Coletor de Elixir, Canhão, Bruxa, P.E.K.K.A, Gigante, Cabana de Goblins","Golem, Torre de Bombas, Canhão, Cabana de Goblins, Príncipe, Tornado, Lápide, Veneno",3947,2648
295,2023-03-19 20:08:29.853408,4.46,1,1,Player0202,"Fúria, Coletor de Elixir, Bruxa, Executor, Fornalha, Cabana de Bárbaros, Relâmpago, Cavaleiro","Cavaleiro, Fornalha, Mini P.E.K.K.A, P.E.K.K.A, Corredor, Relâmpago, Zap, Dragão Bebê",5630,2313
296,2023-03-06 05:59:53.996465,1.91,1,0,Player0134,"P.E.K.K.A, Torre de Bombas, Mago, Corredor, Tornado, Canhão, Veneno, Executor","Mini P.E.K.K.A, Executor, Canhão, Bola de Fogo, Torre de Bombas, Lápide, Veneno, Corredor",5983,3600
297,2023-07-27 19:41:45.324525,2.52,2,2,Player0565,"Dragão Bebê, Fúria, Executor, Cavaleiro, Tornado, Príncipe, Cabana de Bárbaros, Torre de Bombas","Coletor de Elixir, Executor, Lápide, P.E.K.K.A, Golem, Relâmpago, Canhão, Arqueiras",4972,2042
298,2023-09-01 23:11:55.670202,3.78,2,2,Player0795,"Cabana de Goblins, Príncipe, Relâmpago, Mini P.E.K.K.A, Dragão Bebê, Fúria, Bruxa, Torre Inferno","Tornado, Bola de Fogo, Fúria, Relâmpago, Arqueiras, Veneno, Torre Inferno, Torre de Bombas",5815,2460
299,2023-12-05 23:49:54.839848,4.8,1,2,Player0014,"Executor, Cabana de Goblins, P.E.K.K.A, Cabana de Bárbaros, Descarga, Mosqueteira, Mini P.E.K.K.A, Dragão Bebê","Lápide, Cavaleiro, Relâmpago, Tornado, Gigante, Corredor, Golem, P.E.K.K.A",3089,4140
300,2023-07-03 21:47:02.968973,4.0,3,2,Player0195,"Mago de Gelo, Mega Servo, Lápide, Canhão, Descarga, Bárbaros, Bola de Fogo, Gigante","P.E.K.K.A, Canhão, Mago de Gelo, Torre de Bombas, Príncipe, Fúria, Cabana de Bárbaros, Gigante",2586,2854
301,2023-11-08 08:42:47.402106,2.06,1,2,Player0232,"Cavaleiro, Fúria, Relâmpago, Arqueiras, Mega Servo, Tornado, Zap, Mago","Arqueiras, Torre de Bombas, Mago, Canhão, Torre Inferno, Descarga, Lápide, Mago de Gelo",4597,3387
302,2023-12-23 19:41:08.968278,3.32,2,2,Player0549,"Mago de Gelo, Mago, Torre Inferno, P.E.K.K.A, Cavaleiro, Lápide, Mega Servo, Mosqueteira","Lápide, Cabana de Goblins, Fúria, Mosqueteira, Torre de Bombas, Gigante, Arqueiras, Fornalha",4203,4247
303,2023-06-23 16:42:33.626002,4.51,1,0,Player0846,"Mini P.E.K.K.A, Zap, Bola de Fogo, Mega Servo, P.E.K.K.A, Bárbaros, Relâmpago, Descarga","Golem, Cavaleiro, Zap, Príncipe, Veneno, Arqueiras, Lápide, Relâmpago",5374,5487
304,2023-07-22 16:03:07.115980,3.7,2,1,Player0097,"Veneno, Coletor de Elixir, Lápide, Bárbaros, Gigante, Canhão, Torre Inferno, Mago","Príncipe, Torre Inferno, Coletor de Elixir, Zap, Mago, Mini P.E.K.K.A, Relâmpago, Bruxa",3598,3013
305,2023-12-09 16:37:25.318843,3.93,0,1,Player0742,"Executor, Torre Inferno, Fúria, Mini P.E.K.K.A, Mago de Gelo, Fornalha, Bola de Fogo, Veneno","Tornado, Príncipe, Descarga, Canhão, Coletor de Elixir, Golem, Mago de Gelo, Mini P.E.K.K.A",3453,5997
306,2023-01-13 06:51:45.178260,4.04,1,2,Player0723,"Golem, Zap, Mago, Cabana de Goblins, Corredor, Gigante, Veneno, Príncipe","Bola de Fogo, Mosqueteira, Cavaleiro, Mago de Gelo, Zap, Corredor, Descarga, Fornalha",3414,3053
307,2023-08-15 02:20:49.654326,2.61,3,2,Player0391,"Mago de Gelo, Fornalha, Torre Inferno, Bárbaros, Veneno, Cavaleiro, Lápide, Mosqueteira","Bruxa, Canhão, Torre de Bombas, Mosqueteira, Torre Inferno, Príncipe, Tornado, Cabana de Goblins",5016,3921
308,2023-02-05 11:57:53.024185,1.95,2,2,Player0792,"Golem, Fúria, Lápide, P.E.K.K.A, Mega Servo, Torre de Bombas, Relâmpago, Bruxa","Bárbaros, Mini P.E.K.K.A, Torre de Bombas, Dragão Bebê, Executor, Bola de Fogo, Cabana de Goblins, Gigante",3689,4140
309,2023-04-23 04:01:10.972191,4.64,1,2,Player0944,"Cabana de Goblins, Cavaleiro, Mosqueteira, Torre de Bombas, Bárbaros, Torre Inferno, Dragão Bebê, Lápide","Mosqueteira, Cabana de Goblins, Bruxa, Bárbaros, Veneno, Mega Servo, Mago de Gelo, Zap",3740,2393
310,2023-06-17 02:56:28.754751,4.52,2,3,Player0810,"Executor, Mago de Gelo, Tornado, Torre de Bombas, Cavaleiro, Mosqueteira, Príncipe, Descarga","Fúria, Descarga, Cabana de Bárbaros, Bruxa, Cavaleiro, Tornado, Lápide, Zap",3049,3847
311,2023-05-14 14:10:57.814910,2.93,2,2,Player0730,"Dragão Bebê, Fornalha, Descarga, Executor, Torre Inferno, Bruxa, Mini P.E.K.K.A, Bola de Fogo","Tornado, Descarga, Fúria, Golem, Mini P.E.K.K.A, Arqueiras, Mago, Cavaleiro",2355,3956
312,2023-06-30 05:31:38.121408,3.12,2,2,Player0529,"Lápide, Relâmpago, Mini P.E.K.K.A, Bárbaros, Mago, Mago de Gelo, Zap, Torre de Bombas","Arqueiras, Cabana de Bárbaros, Descarga, Mago, Bola de Fogo, Príncipe, Torre Inferno, Canhão",3456,3127
313,2023-04-02 02:46:49.077446,3.54,3,2,Player0123,"Bárbaros, Cabana de Bárbaros, Relâmpago, Mosqueteira, Dragão Bebê, Mago de Gelo, Tornado, Bola de Fogo","Mega Servo, Coletor de Elixir, Golem, Torre de Bombas, Bola de Fogo, Príncipe, Fúria, Cabana de Goblins",5862,4280
314,2023-01-30 08:25:34.708442,3.78,1,1,Player0095,"Veneno, Mini P.E.K.K.A, Príncipe, Relâmpago, Corredor, Fornalha, Fúria, Coletor de Elixir","Bárbaros, Cabana de Goblins, Tornado, Cabana de Bárbaros, Descarga, Zap, Mago de Gelo, P.E.K.K.A",2309,5180
315,2023-09-24 19:08:02.983028,3.35,1,3,Player0519,"Lápide, Golem, Mega Servo, Cabana de Bárbaros, Bola de Fogo, Fornalha, Coletor de Elixir, Corredor","P.E.K.K.A, Bárbaros, Cabana de Goblins, Executor, Fornalha, Corredor, Gigante, Arqueiras",5219,2437
316,2023-05-02 08:37:21.002266,2.54,0,1,Player0815,"Cabana de Goblins, Zap, Fornalha, Cavaleiro, Tornado, Cabana de Bárbaros, Coletor de Elixir, Bruxa","Bruxa, Príncipe, Descarga, Executor, Cabana de Bárbaros, Zap, Golem, Fúria",4091,3219
317,2023-11-04 14:03:36.389174,2.41,1,2,Player0167,"Dragão Bebê, Fornalha, Mago de Gelo, Príncipe, Coletor de Elixir, Gigante, Tornado, Descarga","Golem, Arqueiras, Relâmpago, Veneno, P.E.K.K.A, Descarga, Torre Inferno, Corredor",2906,3157
